PolY1,PolX1,PolY2,PolX2,PolY3,PolX3,PolY4,PolX4,PolY5,PolX5,PolY6,PolX6
,,,,,,,,7.253369028,37.30869394,13.51475947,61.39739577
,,,,,,,,7.191277471,37.1800164,13.35332143,61.73195736
,,,,,,,,7.128012778,37.0534163,13.18883322,62.06111763
,,,,,,,,7.06359422,36.92893219,13.02134497,62.38477631
,,,,,,,,6.998041419,36.806602,12.85090769,62.70283481
,,,,,,,,6.931374343,36.68646298,12.67757329,63.01519624
,,,,,,,,6.863613299,36.56855175,12.50139458,63.32176546
,,,,,,,,6.794778929,36.4529042,12.32242522,63.62244909
,,,,,,,,6.7248922,36.33955557,12.14071972,63.91715552
,,,,,,,,6.6539744,36.22854039,11.95633344,64.205795
,,,,,,,,6.582047131,36.11989246,11.76932254,64.48827959
,,,,,,,,6.509132303,36.0136449,11.57974399,64.76452326
,,,,,,,,6.435252126,35.90983006,11.38765553,65.03444185
,,,,,,,,6.360429106,35.80847956,11.19311568,65.29795315
,,,,,,,,6.284686034,35.70962427,10.99618369,65.55497689
,,,,,,,,6.208045982,35.61329432,10.79691955,65.80543477
,,,,,,,,6.130532296,35.51951904,10.59538397,66.0492505
,,,,,,,,6.052168586,35.42832699,10.39163832,66.28634982
,,,,,,,,5.972978723,35.33974596,10.18574468,66.5166605
,,,,,,,,5.89298683,35.25380293,9.977765758,66.74011239
,,,,,,,,5.812217272,35.17052407,9.767764908,66.95663741
,,,,,,,,5.730694653,35.08993476,9.555806097,67.16616963
,,,,,,,,5.648443805,35.01205954,9.341953893,67.3686452
,,,,,,,,5.565489783,34.93692213,9.126273435,67.56400246
,,,,,,,,5.481857854,34.86454542,8.908830422,67.7521819
,,,,,,,,5.397573496,34.79495147,8.689691089,67.93312619
,,,,,,,,5.31266238,34.72816145,8.468922189,68.10678022
,,,,,,,,5.227150373,34.66419574,8.246590969,68.27309109
,,,,,,,,5.141063521,34.60307379,8.022765154,68.43200814
,,,,,,,,5.054428047,34.54481424,7.797512923,68.58348297
,,,,,,,,4.967270343,34.48943484,7.570902891,68.72746942
,,,,,,,,4.879616956,34.43695244,7.343004085,68.86392366
,,,,,,,,4.791494586,34.38738304,7.113885925,68.99280409
,,,,,,,,4.702930078,34.34074174,6.883618203,69.11407148
,,,,,,,,4.613950408,34.29704274,6.65227106,69.22768888
,,,,,,,,4.52458268,34.25629935,6.419914967,69.33362168
,,,,,,,,4.434854117,34.21852399,6.186620703,69.43183762
,,,,,,,,4.34479205,34.18372817,5.95245933,69.52230677
,,,,,,,,4.254423914,34.15192247,5.717502177,69.60500158
,,,,,,,,4.163777236,34.12311659,5.481820814,69.67989686
,,,,,,,,4.072879627,34.09731931,5.245487031,69.74696979
,,,,,,,,3.981758776,34.07453848,5.008572819,69.80619994
,,,,,,,,3.89044244,34.05478105,4.771150343,69.85756928
,,,,,,,,3.798958433,34.03805302,4.533291925,69.90106215
,,,,,,,,3.707334622,34.0243595,4.295070018,69.93666531
,,,,,,,,3.615598919,34.01370465,4.056557188,69.9643679
,,,,,,,,3.523779265,34.00609173,3.817826088,69.9841615
,,,,,,,,3.43190363,34.00152305,3.578949437,69.99604007
,,,,,,,,3.34,34,3.34,70
,,,,,,,,-1,34,-1,70
,,,,,,,,-1,18,-1,87.5
