PlayerName,Region,FGM,FGA,FGPer,FGAPerZone,MakesAssisted
Demi Adelekun,Left Wing 3s,0,0,NA,0.00%,NA
Demi Adelekun,Above Break,0,0,NA,0.00%,NA
Demi Adelekun,Right Wing 3s,0,0,NA,0.00%,NA
Demi Adelekun,Rim,0,0,NA,0.00%,NA
Demi Adelekun,Short MR,0,0,NA,0.00%,NA
Demi Adelekun,Long MR,0,1,0.00%,100.00%,NA
Demi Adelekun,NBA 3s,0,0,NA,0.00%,NA
James Foye,Left Wing 3s,0,0,NA,0.00%,NA
James Foye,Above Break,4,9,44.44%,40.91%,75.00%
James Foye,Right Wing 3s,1,3,33.33%,13.64%,0.00%
James Foye,Rim,2,5,40.00%,22.73%,0.00%
James Foye,Short MR,0,0,NA,0.00%,NA
James Foye,Long MR,1,5,20.00%,22.73%,0.00%
James Foye,NBA 3s,4,8,50.00%,36.36%,50.00%
Garrison Wade,Left Wing 3s,0,2,0.00%,20.00%,NA
Garrison Wade,Above Break,1,3,33.33%,30.00%,0.00%
Garrison Wade,Right Wing 3s,0,0,NA,0.00%,NA
Garrison Wade,Rim,3,5,60.00%,50.00%,66.67%
Garrison Wade,Short MR,0,0,NA,0.00%,NA
Garrison Wade,Long MR,0,0,NA,0.00%,NA
Garrison Wade,NBA 3s,1,4,25.00%,40.00%,0.00%
Ian Sistare,Left Wing 3s,0,0,NA,0.00%,NA
Ian Sistare,Above Break,2,9,22.22%,47.37%,0.00%
Ian Sistare,Right Wing 3s,1,1,100.00%,5.26%,100.00%
Ian Sistare,Rim,4,8,50.00%,42.11%,0.00%
Ian Sistare,Short MR,0,0,NA,0.00%,NA
Ian Sistare,Long MR,1,1,100.00%,5.26%,0.00%
Ian Sistare,NBA 3s,3,10,30.00%,52.63%,33.33%
Aaryn Rai,Left Wing 3s,0,0,NA,0.00%,NA
Aaryn Rai,Above Break,1,4,25.00%,15.38%,100.00%
Aaryn Rai,Right Wing 3s,0,1,0.00%,3.85%,NA
Aaryn Rai,Rim,9,13,69.23%,50.00%,0.00%
Aaryn Rai,Short MR,0,2,0.00%,7.69%,NA
Aaryn Rai,Long MR,3,6,50.00%,23.08%,0.00%
Aaryn Rai,NBA 3s,1,3,33.33%,11.54%,100.00%
Ian Carter,Left Wing 3s,0,1,0.00%,16.67%,NA
Ian Carter,Above Break,0,0,NA,0.00%,NA
Ian Carter,Right Wing 3s,0,1,0.00%,16.67%,NA
Ian Carter,Rim,1,3,33.33%,50.00%,100.00%
Ian Carter,Short MR,0,0,NA,0.00%,NA
Ian Carter,Long MR,0,1,0.00%,16.67%,NA
Ian Carter,NBA 3s,0,1,0.00%,16.67%,NA
Chris Knight,Left Wing 3s,0,0,NA,0.00%,NA
Chris Knight,Above Break,0,2,0.00%,7.14%,NA
Chris Knight,Right Wing 3s,0,0,NA,0.00%,NA
Chris Knight,Rim,15,23,65.22%,82.14%,66.67%
Chris Knight,Short MR,1,1,100.00%,3.57%,100.00%
Chris Knight,Long MR,0,2,0.00%,7.14%,NA
Chris Knight,NBA 3s,0,2,0.00%,7.14%,NA
Taurus Samuels,Left Wing 3s,0,0,NA,0.00%,NA
Taurus Samuels,Above Break,2,11,18.18%,45.83%,100.00%
Taurus Samuels,Right Wing 3s,0,4,0.00%,16.67%,NA
Taurus Samuels,Rim,1,5,20.00%,20.83%,0.00%
Taurus Samuels,Short MR,0,0,NA,0.00%,NA
Taurus Samuels,Long MR,1,4,25.00%,16.67%,0.00%
Taurus Samuels,NBA 3s,1,11,9.09%,45.83%,100.00%
Ugo Obineke,Left Wing 3s,1,1,100.00%,7.69%,100.00%
Ugo Obineke,Above Break,1,3,33.33%,23.08%,100.00%
Ugo Obineke,Right Wing 3s,1,2,50.00%,15.38%,100.00%
Ugo Obineke,Rim,3,4,75.00%,30.77%,0.00%
Ugo Obineke,Short MR,1,1,100.00%,7.69%,0.00%
Ugo Obineke,Long MR,1,2,50.00%,15.38%,0.00%
Ugo Obineke,NBA 3s,1,3,33.33%,23.08%,100.00%
Ty Gadsden,Left Wing 3s,0,0,NA,0.00%,NA
Ty Gadsden,Above Break,3,7,42.86%,70.00%,0.00%
Ty Gadsden,Right Wing 3s,0,0,NA,0.00%,NA
Ty Gadsden,Rim,0,2,0.00%,20.00%,NA
Ty Gadsden,Short MR,0,1,0.00%,10.00%,NA
Ty Gadsden,Long MR,0,0,NA,0.00%,NA
Ty Gadsden,NBA 3s,2,5,40.00%,50.00%,0.00%
Luka Kraljevic,Left Wing 3s,0,0,NA,0.00%,NA
Luka Kraljevic,Above Break,0,0,NA,0.00%,NA
Luka Kraljevic,Right Wing 3s,0,0,NA,0.00%,NA
Luka Kraljevic,Rim,3,3,100.00%,50.00%,66.67%
Luka Kraljevic,Short MR,0,1,0.00%,16.67%,NA
Luka Kraljevic,Long MR,1,2,50.00%,33.33%,0.00%
Luka Kraljevic,NBA 3s,0,0,NA,0.00%,NA
Charlie Easley,Left Wing 3s,0,1,0.00%,9.09%,NA
Charlie Easley,Above Break,0,2,0.00%,18.18%,NA
Charlie Easley,Right Wing 3s,1,4,25.00%,36.36%,100.00%
Charlie Easley,Rim,2,3,66.67%,27.27%,50.00%
Charlie Easley,Short MR,1,1,100.00%,9.09%,0.00%
Charlie Easley,Long MR,0,0,NA,0.00%,NA
Charlie Easley,NBA 3s,0,2,0.00%,18.18%,NA
Nic Zeil,Left Wing 3s,0,0,NA,0.00%,NA
Nic Zeil,Above Break,0,1,0.00%,20.00%,NA
Nic Zeil,Right Wing 3s,0,0,NA,0.00%,NA
Nic Zeil,Rim,0,2,0.00%,40.00%,NA
Nic Zeil,Short MR,1,2,50.00%,40.00%,100.00%
Nic Zeil,Long MR,0,0,NA,0.00%,NA
Nic Zeil,NBA 3s,0,1,0.00%,20.00%,NA
Ellis Jefferson,Left Wing 3s,0,2,0.00%,8.33%,NA
Ellis Jefferson,Above Break,1,5,20.00%,20.83%,0.00%
Ellis Jefferson,Right Wing 3s,1,2,50.00%,8.33%,0.00%
Ellis Jefferson,Rim,4,6,66.67%,25.00%,0.00%
Ellis Jefferson,Short MR,1,3,33.33%,12.50%,0.00%
Ellis Jefferson,Long MR,0,6,0.00%,25.00%,NA
Ellis Jefferson,NBA 3s,1,3,33.33%,12.50%,0.00%
VJ Holmes,Left Wing 3s,0,1,0.00%,4.00%,NA
VJ Holmes,Above Break,0,0,NA,0.00%,NA
VJ Holmes,Right Wing 3s,0,2,0.00%,8.00%,NA
VJ Holmes,Rim,11,19,57.89%,76.00%,9.09%
VJ Holmes,Short MR,0,1,0.00%,4.00%,NA
VJ Holmes,Long MR,0,2,0.00%,8.00%,NA
VJ Holmes,NBA 3s,0,1,0.00%,4.00%,NA
Avery Sullivan,Left Wing 3s,0,0,NA,0.00%,NA
Avery Sullivan,Above Break,0,0,NA,0.00%,NA
Avery Sullivan,Right Wing 3s,0,0,NA,0.00%,NA
Avery Sullivan,Rim,9,18,50.00%,46.15%,22.22%
Avery Sullivan,Short MR,3,14,21.43%,35.90%,0.00%
Avery Sullivan,Long MR,3,7,42.86%,17.95%,33.33%
Avery Sullivan,NBA 3s,0,0,NA,0.00%,NA
TJ Atwood,Left Wing 3s,0,0,NA,0.00%,NA
TJ Atwood,Above Break,2,3,66.67%,6.25%,0.00%
TJ Atwood,Right Wing 3s,1,4,25.00%,8.33%,0.00%
TJ Atwood,Rim,9,16,56.25%,33.33%,0.00%
TJ Atwood,Short MR,5,11,45.45%,22.92%,0.00%
TJ Atwood,Long MR,3,14,21.43%,29.17%,0.00%
TJ Atwood,NBA 3s,1,4,25.00%,8.33%,0.00%
Corey Nickerson,Left Wing 3s,0,0,NA,0.00%,NA
Corey Nickerson,Above Break,0,1,0.00%,10.00%,NA
Corey Nickerson,Right Wing 3s,0,0,NA,0.00%,NA
Corey Nickerson,Rim,0,4,0.00%,40.00%,NA
Corey Nickerson,Short MR,1,1,100.00%,10.00%,0.00%
Corey Nickerson,Long MR,0,4,0.00%,40.00%,NA
Corey Nickerson,NBA 3s,0,0,NA,0.00%,NA
Ayaan Sohail,Left Wing 3s,0,1,0.00%,4.55%,NA
Ayaan Sohail,Above Break,1,5,20.00%,22.73%,100.00%
Ayaan Sohail,Right Wing 3s,1,4,25.00%,18.18%,100.00%
Ayaan Sohail,Rim,5,8,62.50%,36.36%,0.00%
Ayaan Sohail,Short MR,0,1,0.00%,4.55%,NA
Ayaan Sohail,Long MR,0,3,0.00%,13.64%,NA
Ayaan Sohail,NBA 3s,0,4,0.00%,18.18%,NA
David Muoka,Left Wing 3s,0,0,NA,0.00%,NA
David Muoka,Above Break,0,0,NA,0.00%,NA
David Muoka,Right Wing 3s,0,0,NA,0.00%,NA
David Muoka,Rim,4,6,66.67%,66.67%,0.00%
David Muoka,Short MR,1,1,100.00%,11.11%,0.00%
David Muoka,Long MR,1,2,50.00%,22.22%,0.00%
David Muoka,NBA 3s,0,0,NA,0.00%,NA
Davion Buster,Left Wing 3s,2,2,100.00%,3.64%,100.00%
Davion Buster,Above Break,8,28,28.57%,50.91%,0.00%
Davion Buster,Right Wing 3s,2,7,28.57%,12.73%,0.00%
Davion Buster,Rim,4,9,44.44%,16.36%,0.00%
Davion Buster,Short MR,1,4,25.00%,7.27%,0.00%
Davion Buster,Long MR,0,5,0.00%,9.09%,NA
Davion Buster,NBA 3s,7,23,30.43%,41.82%,14.29%
Ronnie Suggs Jr,Left Wing 3s,0,0,NA,0.00%,NA
Ronnie Suggs Jr,Above Break,1,5,20.00%,50.00%,0.00%
Ronnie Suggs Jr,Right Wing 3s,0,0,NA,0.00%,NA
Ronnie Suggs Jr,Rim,1,2,50.00%,20.00%,0.00%
Ronnie Suggs Jr,Short MR,0,1,0.00%,10.00%,NA
Ronnie Suggs Jr,Long MR,1,2,50.00%,20.00%,0.00%
Ronnie Suggs Jr,NBA 3s,1,5,20.00%,50.00%,0.00%
Lance Jones,Left Wing 3s,0,0,NA,0.00%,NA
Lance Jones,Above Break,0,1,0.00%,12.50%,NA
Lance Jones,Right Wing 3s,0,0,NA,0.00%,NA
Lance Jones,Rim,3,4,75.00%,50.00%,0.00%
Lance Jones,Short MR,0,2,0.00%,25.00%,NA
Lance Jones,Long MR,0,1,0.00%,12.50%,NA
Lance Jones,NBA 3s,0,1,0.00%,12.50%,NA
Karrington Davis,Left Wing 3s,0,0,NA,0.00%,NA
Karrington Davis,Above Break,0,1,0.00%,25.00%,NA
Karrington Davis,Right Wing 3s,0,0,NA,0.00%,NA
Karrington Davis,Rim,2,3,66.67%,75.00%,0.00%
Karrington Davis,Short MR,0,0,NA,0.00%,NA
Karrington Davis,Long MR,0,0,NA,0.00%,NA
Karrington Davis,NBA 3s,0,1,0.00%,25.00%,NA
Caleb Fields (Arkansas State Red Wolves),Left Wing 3s,0,1,0.00%,14.29%,NA
Caleb Fields (Arkansas State Red Wolves),Above Break,0,1,0.00%,14.29%,NA
Caleb Fields (Arkansas State Red Wolves),Right Wing 3s,0,1,0.00%,14.29%,NA
Caleb Fields (Arkansas State Red Wolves),Rim,2,2,100.00%,28.57%,0.00%
Caleb Fields (Arkansas State Red Wolves),Short MR,1,1,100.00%,14.29%,0.00%
Caleb Fields (Arkansas State Red Wolves),Long MR,0,1,0.00%,14.29%,NA
Caleb Fields (Arkansas State Red Wolves),NBA 3s,0,2,0.00%,28.57%,NA
Emmanuel Ugboh,Left Wing 3s,0,0,NA,0.00%,NA
Emmanuel Ugboh,Above Break,0,0,NA,0.00%,NA
Emmanuel Ugboh,Right Wing 3s,0,0,NA,0.00%,NA
Emmanuel Ugboh,Rim,10,16,62.50%,55.17%,50.00%
Emmanuel Ugboh,Short MR,3,9,33.33%,31.03%,33.33%
Emmanuel Ugboh,Long MR,2,4,50.00%,13.79%,0.00%
Emmanuel Ugboh,NBA 3s,0,0,NA,0.00%,NA
Jahlil Jenkins,Left Wing 3s,0,1,0.00%,4.55%,NA
Jahlil Jenkins,Above Break,3,7,42.86%,31.82%,33.33%
Jahlil Jenkins,Right Wing 3s,0,0,NA,0.00%,NA
Jahlil Jenkins,Rim,0,3,0.00%,13.64%,NA
Jahlil Jenkins,Short MR,2,4,50.00%,18.18%,0.00%
Jahlil Jenkins,Long MR,3,7,42.86%,31.82%,0.00%
Jahlil Jenkins,NBA 3s,3,7,42.86%,31.82%,33.33%
Brandon Powell,Left Wing 3s,0,0,NA,0.00%,NA
Brandon Powell,Above Break,2,5,40.00%,55.56%,0.00%
Brandon Powell,Right Wing 3s,0,0,NA,0.00%,NA
Brandon Powell,Rim,1,1,100.00%,11.11%,100.00%
Brandon Powell,Short MR,0,0,NA,0.00%,NA
Brandon Powell,Long MR,0,3,0.00%,33.33%,NA
Brandon Powell,NBA 3s,2,5,40.00%,55.56%,0.00%
Justin Smith,Left Wing 3s,3,6,50.00%,4.29%,100.00%
Justin Smith,Above Break,1,14,7.14%,10.00%,100.00%
Justin Smith,Right Wing 3s,1,3,33.33%,2.14%,100.00%
Justin Smith,Rim,45,60,75.00%,42.86%,53.33%
Justin Smith,Short MR,11,39,28.21%,27.86%,9.09%
Justin Smith,Long MR,9,18,50.00%,12.86%,44.44%
Justin Smith,NBA 3s,4,16,25.00%,11.43%,100.00%
Damezi Anderson,Left Wing 3s,0,3,0.00%,6.67%,NA
Damezi Anderson,Above Break,7,23,30.43%,51.11%,100.00%
Damezi Anderson,Right Wing 3s,1,3,33.33%,6.67%,100.00%
Damezi Anderson,Rim,1,2,50.00%,4.44%,0.00%
Damezi Anderson,Short MR,3,4,75.00%,8.89%,0.00%
Damezi Anderson,Long MR,5,10,50.00%,22.22%,40.00%
Damezi Anderson,NBA 3s,5,21,23.81%,46.67%,100.00%
Aljami Durham,Left Wing 3s,3,12,25.00%,10.62%,100.00%
Aljami Durham,Above Break,12,30,40.00%,26.55%,91.67%
Aljami Durham,Right Wing 3s,2,6,33.33%,5.31%,100.00%
Aljami Durham,Rim,23,35,65.71%,30.97%,21.74%
Aljami Durham,Short MR,4,11,36.36%,9.73%,25.00%
Aljami Durham,Long MR,7,19,36.84%,16.81%,42.86%
Aljami Durham,NBA 3s,10,33,30.30%,29.20%,90.00%
DeRon Davis,Left Wing 3s,0,0,NA,0.00%,NA
DeRon Davis,Above Break,0,0,NA,0.00%,NA
DeRon Davis,Right Wing 3s,0,0,NA,0.00%,NA
DeRon Davis,Rim,3,13,23.08%,43.33%,33.33%
DeRon Davis,Short MR,5,13,38.46%,43.33%,60.00%
DeRon Davis,Long MR,0,4,0.00%,13.33%,NA
DeRon Davis,NBA 3s,0,0,NA,0.00%,NA
Armaan Franklin,Left Wing 3s,1,5,20.00%,6.76%,100.00%
Armaan Franklin,Above Break,6,32,18.75%,43.24%,83.33%
Armaan Franklin,Right Wing 3s,1,4,25.00%,5.41%,100.00%
Armaan Franklin,Rim,10,16,62.50%,21.62%,30.00%
Armaan Franklin,Short MR,5,9,55.56%,12.16%,20.00%
Armaan Franklin,Long MR,3,8,37.50%,10.81%,33.33%
Armaan Franklin,NBA 3s,6,31,19.35%,41.89%,83.33%
Trevor Anderson,Left Wing 3s,0,0,NA,0.00%,NA
Trevor Anderson,Above Break,3,12,25.00%,54.55%,66.67%
Trevor Anderson,Right Wing 3s,1,1,100.00%,4.55%,100.00%
Trevor Anderson,Rim,4,9,44.44%,40.91%,0.00%
Trevor Anderson,Short MR,0,0,NA,0.00%,NA
Trevor Anderson,Long MR,0,0,NA,0.00%,NA
Trevor Anderson,NBA 3s,2,9,22.22%,40.91%,100.00%
Joey Brunk,Left Wing 3s,0,0,NA,0.00%,NA
Joey Brunk,Above Break,0,0,NA,0.00%,NA
Joey Brunk,Right Wing 3s,0,0,NA,0.00%,NA
Joey Brunk,Rim,34,58,58.62%,61.70%,52.94%
Joey Brunk,Short MR,13,29,44.83%,30.85%,38.46%
Joey Brunk,Long MR,3,7,42.86%,7.45%,66.67%
Joey Brunk,NBA 3s,0,0,NA,0.00%,NA
Jerome Hunter,Left Wing 3s,0,8,0.00%,16.00%,NA
Jerome Hunter,Above Break,4,13,30.77%,26.00%,100.00%
Jerome Hunter,Right Wing 3s,0,6,0.00%,12.00%,NA
Jerome Hunter,Rim,5,8,62.50%,16.00%,40.00%
Jerome Hunter,Short MR,4,5,80.00%,10.00%,25.00%
Jerome Hunter,Long MR,3,10,30.00%,20.00%,33.33%
Jerome Hunter,NBA 3s,4,20,20.00%,40.00%,100.00%
Race Thompson,Left Wing 3s,1,1,100.00%,2.94%,100.00%
Race Thompson,Above Break,1,5,20.00%,14.71%,100.00%
Race Thompson,Right Wing 3s,1,1,100.00%,2.94%,100.00%
Race Thompson,Rim,12,19,63.16%,55.88%,58.33%
Race Thompson,Short MR,3,8,37.50%,23.53%,33.33%
Race Thompson,Long MR,0,0,NA,0.00%,NA
Race Thompson,NBA 3s,3,6,50.00%,17.65%,100.00%
Devonte Green,Left Wing 3s,0,3,0.00%,2.33%,NA
Devonte Green,Above Break,25,60,41.67%,46.51%,72.00%
Devonte Green,Right Wing 3s,2,6,33.33%,4.65%,100.00%
Devonte Green,Rim,15,21,71.43%,16.28%,13.33%
Devonte Green,Short MR,6,18,33.33%,13.95%,33.33%
Devonte Green,Long MR,7,21,33.33%,16.28%,0.00%
Devonte Green,NBA 3s,23,54,42.59%,41.86%,73.91%
Trayce Jackson-Davis,Left Wing 3s,0,0,NA,0.00%,NA
Trayce Jackson-Davis,Above Break,0,0,NA,0.00%,NA
Trayce Jackson-Davis,Right Wing 3s,0,0,NA,0.00%,NA
Trayce Jackson-Davis,Rim,71,100,71.00%,76.92%,53.52%
Trayce Jackson-Davis,Short MR,8,26,30.77%,20.00%,62.50%
Trayce Jackson-Davis,Long MR,3,4,75.00%,3.08%,66.67%
Trayce Jackson-Davis,NBA 3s,0,0,NA,0.00%,NA
Brandon Vanover,Left Wing 3s,0,0,NA,0.00%,NA
Brandon Vanover,Above Break,0,0,NA,0.00%,NA
Brandon Vanover,Right Wing 3s,0,0,NA,0.00%,NA
Brandon Vanover,Rim,0,2,0.00%,50.00%,NA
Brandon Vanover,Short MR,0,1,0.00%,25.00%,NA
Brandon Vanover,Long MR,0,1,0.00%,25.00%,NA
Brandon Vanover,NBA 3s,0,0,NA,0.00%,NA
KyKy Tandy,Left Wing 3s,2,5,40.00%,11.90%,100.00%
KyKy Tandy,Above Break,6,21,28.57%,50.00%,83.33%
KyKy Tandy,Right Wing 3s,3,4,75.00%,9.52%,100.00%
KyKy Tandy,Rim,2,7,28.57%,16.67%,50.00%
KyKy Tandy,Short MR,0,2,0.00%,4.76%,NA
KyKy Tandy,Long MR,1,3,33.33%,7.14%,100.00%
KyKy Tandy,NBA 3s,7,22,31.82%,52.38%,85.71%
Jordan Brinson,Left Wing 3s,6,9,66.67%,18.37%,100.00%
Jordan Brinson,Above Break,12,20,60.00%,40.82%,58.33%
Jordan Brinson,Right Wing 3s,1,4,25.00%,8.16%,0.00%
Jordan Brinson,Rim,6,9,66.67%,18.37%,33.33%
Jordan Brinson,Short MR,0,4,0.00%,8.16%,NA
Jordan Brinson,Long MR,1,3,33.33%,6.12%,0.00%
Jordan Brinson,NBA 3s,16,25,64.00%,51.02%,81.25%
Malcolm Dandridge,Left Wing 3s,0,0,NA,0.00%,NA
Malcolm Dandridge,Above Break,0,0,NA,0.00%,NA
Malcolm Dandridge,Right Wing 3s,0,0,NA,0.00%,NA
Malcolm Dandridge,Rim,12,14,85.71%,100.00%,25.00%
Malcolm Dandridge,Short MR,0,0,NA,0.00%,NA
Malcolm Dandridge,Long MR,0,0,NA,0.00%,NA
Malcolm Dandridge,NBA 3s,0,0,NA,0.00%,NA
Noah Blackwell,Left Wing 3s,0,1,0.00%,8.33%,NA
Noah Blackwell,Above Break,2,6,33.33%,50.00%,50.00%
Noah Blackwell,Right Wing 3s,0,0,NA,0.00%,NA
Noah Blackwell,Rim,2,2,100.00%,16.67%,0.00%
Noah Blackwell,Short MR,1,1,100.00%,8.33%,100.00%
Noah Blackwell,Long MR,0,2,0.00%,16.67%,NA
Noah Blackwell,NBA 3s,1,4,25.00%,33.33%,0.00%
Neemias Queta,Left Wing 3s,0,0,NA,0.00%,NA
Neemias Queta,Above Break,0,0,NA,0.00%,NA
Neemias Queta,Right Wing 3s,0,0,NA,0.00%,NA
Neemias Queta,Rim,13,17,76.47%,68.00%,30.77%
Neemias Queta,Short MR,2,6,33.33%,24.00%,0.00%
Neemias Queta,Long MR,0,2,0.00%,8.00%,NA
Neemias Queta,NBA 3s,0,0,NA,0.00%,NA
Isaiah Palermo,Left Wing 3s,0,0,NA,0.00%,NA
Isaiah Palermo,Above Break,1,3,33.33%,23.08%,0.00%
Isaiah Palermo,Right Wing 3s,0,1,0.00%,7.69%,NA
Isaiah Palermo,Rim,0,2,0.00%,15.38%,NA
Isaiah Palermo,Short MR,0,4,0.00%,30.77%,NA
Isaiah Palermo,Long MR,1,3,33.33%,23.08%,0.00%
Isaiah Palermo,NBA 3s,1,4,25.00%,30.77%,0.00%
Terrell Curtis II,Left Wing 3s,0,0,NA,0.00%,NA
Terrell Curtis II,Above Break,0,1,0.00%,100.00%,NA
Terrell Curtis II,Right Wing 3s,0,0,NA,0.00%,NA
Terrell Curtis II,Rim,0,0,NA,0.00%,NA
Terrell Curtis II,Short MR,0,0,NA,0.00%,NA
Terrell Curtis II,Long MR,0,0,NA,0.00%,NA
Terrell Curtis II,NBA 3s,0,1,0.00%,100.00%,NA
Jovan Stulic,Left Wing 3s,0,0,NA,0.00%,NA
Jovan Stulic,Above Break,1,5,20.00%,50.00%,0.00%
Jovan Stulic,Right Wing 3s,0,0,NA,0.00%,NA
Jovan Stulic,Rim,0,1,0.00%,10.00%,NA
Jovan Stulic,Short MR,0,1,0.00%,10.00%,NA
Jovan Stulic,Long MR,2,3,66.67%,30.00%,0.00%
Jovan Stulic,NBA 3s,0,4,0.00%,40.00%,NA
Kameron Ng,Left Wing 3s,0,1,0.00%,100.00%,NA
Kameron Ng,Above Break,0,0,NA,0.00%,NA
Kameron Ng,Right Wing 3s,0,0,NA,0.00%,NA
Kameron Ng,Rim,0,0,NA,0.00%,NA
Kameron Ng,Short MR,0,0,NA,0.00%,NA
Kameron Ng,Long MR,0,0,NA,0.00%,NA
Kameron Ng,NBA 3s,0,0,NA,0.00%,NA
Justin Webster,Left Wing 3s,1,3,33.33%,12.00%,0.00%
Justin Webster,Above Break,5,13,38.46%,52.00%,60.00%
Justin Webster,Right Wing 3s,1,4,25.00%,16.00%,100.00%
Justin Webster,Rim,2,4,50.00%,16.00%,0.00%
Justin Webster,Short MR,0,0,NA,0.00%,NA
Justin Webster,Long MR,1,1,100.00%,4.00%,0.00%
Justin Webster,NBA 3s,4,12,33.33%,48.00%,50.00%
Justin Hemsley,Left Wing 3s,0,0,NA,0.00%,NA
Justin Hemsley,Above Break,0,2,0.00%,18.18%,NA
Justin Hemsley,Right Wing 3s,0,2,0.00%,18.18%,NA
Justin Hemsley,Rim,2,2,100.00%,18.18%,0.00%
Justin Hemsley,Short MR,0,0,NA,0.00%,NA
Justin Hemsley,Long MR,3,5,60.00%,45.45%,66.67%
Justin Hemsley,NBA 3s,0,3,0.00%,27.27%,NA
Mate Colina,Left Wing 3s,0,0,NA,0.00%,NA
Mate Colina,Above Break,0,1,0.00%,16.67%,NA
Mate Colina,Right Wing 3s,0,0,NA,0.00%,NA
Mate Colina,Rim,4,5,80.00%,83.33%,75.00%
Mate Colina,Short MR,0,0,NA,0.00%,NA
Mate Colina,Long MR,0,0,NA,0.00%,NA
Mate Colina,NBA 3s,0,1,0.00%,16.67%,NA
Eddie Stansberry,Left Wing 3s,5,11,45.45%,17.19%,80.00%
Eddie Stansberry,Above Break,6,35,17.14%,54.69%,50.00%
Eddie Stansberry,Right Wing 3s,0,4,0.00%,6.25%,NA
Eddie Stansberry,Rim,4,6,66.67%,9.38%,50.00%
Eddie Stansberry,Short MR,0,2,0.00%,3.13%,NA
Eddie Stansberry,Long MR,2,6,33.33%,9.38%,0.00%
Eddie Stansberry,NBA 3s,4,34,11.76%,53.13%,75.00%
Samuta Avea,Left Wing 3s,0,2,0.00%,4.44%,NA
Samuta Avea,Above Break,5,14,35.71%,31.11%,100.00%
Samuta Avea,Right Wing 3s,3,8,37.50%,17.78%,100.00%
Samuta Avea,Rim,5,9,55.56%,20.00%,40.00%
Samuta Avea,Short MR,0,4,0.00%,8.89%,NA
Samuta Avea,Long MR,3,8,37.50%,17.78%,33.33%
Samuta Avea,NBA 3s,4,13,30.77%,28.89%,100.00%
Drew Buggs,Left Wing 3s,0,1,0.00%,2.17%,NA
Drew Buggs,Above Break,2,13,15.38%,28.26%,100.00%
Drew Buggs,Right Wing 3s,0,1,0.00%,2.17%,NA
Drew Buggs,Rim,6,13,46.15%,28.26%,33.33%
Drew Buggs,Short MR,1,7,14.29%,15.22%,0.00%
Drew Buggs,Long MR,1,11,9.09%,23.91%,0.00%
Drew Buggs,NBA 3s,2,12,16.67%,26.09%,100.00%
Bernardo da Silva,Left Wing 3s,0,0,NA,0.00%,NA
Bernardo da Silva,Above Break,0,0,NA,0.00%,NA
Bernardo da Silva,Right Wing 3s,0,0,NA,0.00%,NA
Bernardo da Silva,Rim,13,18,72.22%,94.74%,53.85%
Bernardo da Silva,Short MR,0,1,0.00%,5.26%,NA
Bernardo da Silva,Long MR,0,0,NA,0.00%,NA
Bernardo da Silva,NBA 3s,0,0,NA,0.00%,NA
Dawson Carper,Left Wing 3s,0,0,NA,0.00%,NA
Dawson Carper,Above Break,0,0,NA,0.00%,NA
Dawson Carper,Right Wing 3s,0,0,NA,0.00%,NA
Dawson Carper,Rim,13,28,46.43%,87.50%,61.54%
Dawson Carper,Short MR,0,4,0.00%,12.50%,NA
Dawson Carper,Long MR,0,0,NA,0.00%,NA
Dawson Carper,NBA 3s,0,0,NA,0.00%,NA
Zigmars Raimo,Left Wing 3s,0,1,0.00%,2.38%,NA
Zigmars Raimo,Above Break,0,2,0.00%,4.76%,NA
Zigmars Raimo,Right Wing 3s,0,0,NA,0.00%,NA
Zigmars Raimo,Rim,17,26,65.38%,61.90%,58.82%
Zigmars Raimo,Short MR,2,9,22.22%,21.43%,0.00%
Zigmars Raimo,Long MR,2,4,50.00%,9.52%,0.00%
Zigmars Raimo,NBA 3s,0,3,0.00%,7.14%,NA
Noah Kamba,Left Wing 3s,0,0,NA,0.00%,NA
Noah Kamba,Above Break,0,0,NA,0.00%,NA
Noah Kamba,Right Wing 3s,0,0,NA,0.00%,NA
Noah Kamba,Rim,0,1,0.00%,100.00%,NA
Noah Kamba,Short MR,0,0,NA,0.00%,NA
Noah Kamba,Long MR,0,0,NA,0.00%,NA
Noah Kamba,NBA 3s,0,0,NA,0.00%,NA
Devin Gilmore,Left Wing 3s,0,0,NA,0.00%,NA
Devin Gilmore,Above Break,0,0,NA,0.00%,NA
Devin Gilmore,Right Wing 3s,0,0,NA,0.00%,NA
Devin Gilmore,Rim,2,4,50.00%,100.00%,50.00%
Devin Gilmore,Short MR,0,0,NA,0.00%,NA
Devin Gilmore,Long MR,0,0,NA,0.00%,NA
Devin Gilmore,NBA 3s,0,0,NA,0.00%,NA
Jaiveon Eaves,Left Wing 3s,1,2,50.00%,9.09%,0.00%
Jaiveon Eaves,Above Break,2,5,40.00%,22.73%,50.00%
Jaiveon Eaves,Right Wing 3s,2,4,50.00%,18.18%,50.00%
Jaiveon Eaves,Rim,3,5,60.00%,22.73%,33.33%
Jaiveon Eaves,Short MR,3,5,60.00%,22.73%,0.00%
Jaiveon Eaves,Long MR,0,1,0.00%,4.55%,NA
Jaiveon Eaves,NBA 3s,4,7,57.14%,31.82%,50.00%
Jason Holliday,Left Wing 3s,0,0,NA,0.00%,NA
Jason Holliday,Above Break,0,0,NA,0.00%,NA
