PlayerName,Region,FGM,FGA,FGPer,FGAPerZone,MakesAssisted
Lewis McDaniel,Left Wing 3s,1,2,50.00%,8.33%,0.00%
Lewis McDaniel,Above Break,3,9,33.33%,37.50%,33.33%
Lewis McDaniel,Right Wing 3s,0,0,NA,0.00%,NA
Lewis McDaniel,Rim,3,6,50.00%,25.00%,0.00%
Lewis McDaniel,Short MR,1,3,33.33%,12.50%,0.00%
Lewis McDaniel,Long MR,3,4,75.00%,16.67%,33.33%
Lewis McDaniel,NBA 3s,3,7,42.86%,29.17%,33.33%
Matthew Mayer,Left Wing 3s,2,3,66.67%,5.26%,50.00%
Matthew Mayer,Above Break,7,15,46.67%,26.32%,71.43%
Matthew Mayer,Right Wing 3s,0,1,0.00%,1.75%,NA
Matthew Mayer,Rim,7,17,41.18%,29.82%,42.86%
Matthew Mayer,Short MR,4,13,30.77%,22.81%,0.00%
Matthew Mayer,Long MR,4,8,50.00%,14.04%,50.00%
Matthew Mayer,NBA 3s,7,15,46.67%,26.32%,71.43%
Collin Cooper,Left Wing 3s,1,4,25.00%,25.00%,100.00%
Collin Cooper,Above Break,1,8,12.50%,50.00%,100.00%
Collin Cooper,Right Wing 3s,0,0,NA,0.00%,NA
Collin Cooper,Rim,0,1,0.00%,6.25%,NA
Collin Cooper,Short MR,0,1,0.00%,6.25%,NA
Collin Cooper,Long MR,0,2,0.00%,12.50%,NA
Collin Cooper,NBA 3s,2,8,25.00%,50.00%,100.00%
Jackson Moffatt,Left Wing 3s,0,0,NA,0.00%,NA
Jackson Moffatt,Above Break,0,4,0.00%,80.00%,NA
Jackson Moffatt,Right Wing 3s,0,1,0.00%,20.00%,NA
Jackson Moffatt,Rim,0,0,NA,0.00%,NA
Jackson Moffatt,Short MR,0,0,NA,0.00%,NA
Jackson Moffatt,Long MR,0,0,NA,0.00%,NA
Jackson Moffatt,NBA 3s,0,5,0.00%,100.00%,NA
Flo Thamba,Left Wing 3s,0,0,NA,0.00%,NA
Flo Thamba,Above Break,0,0,NA,0.00%,NA
Flo Thamba,Right Wing 3s,0,0,NA,0.00%,NA
Flo Thamba,Rim,10,14,71.43%,66.67%,70.00%
Flo Thamba,Short MR,1,7,14.29%,33.33%,100.00%
Flo Thamba,Long MR,0,0,NA,0.00%,NA
Flo Thamba,NBA 3s,0,0,NA,0.00%,NA
Obim Okeke,Left Wing 3s,0,1,0.00%,16.67%,NA
Obim Okeke,Above Break,0,4,0.00%,66.67%,NA
Obim Okeke,Right Wing 3s,0,0,NA,0.00%,NA
Obim Okeke,Rim,0,0,NA,0.00%,NA
Obim Okeke,Short MR,0,1,0.00%,16.67%,NA
Obim Okeke,Long MR,0,0,NA,0.00%,NA
Obim Okeke,NBA 3s,0,3,0.00%,50.00%,NA
SK Shittu,Left Wing 3s,0,0,NA,0.00%,NA
SK Shittu,Above Break,0,4,0.00%,22.22%,NA
SK Shittu,Right Wing 3s,0,0,NA,0.00%,NA
SK Shittu,Rim,3,7,42.86%,38.89%,33.33%
SK Shittu,Short MR,0,2,0.00%,11.11%,NA
SK Shittu,Long MR,2,5,40.00%,27.78%,100.00%
SK Shittu,NBA 3s,0,3,0.00%,16.67%,NA
Jared Butler,Left Wing 3s,8,19,42.11%,10.80%,100.00%
Jared Butler,Above Break,20,55,36.36%,31.25%,50.00%
Jared Butler,Right Wing 3s,10,20,50.00%,11.36%,80.00%
Jared Butler,Rim,28,48,58.33%,27.27%,14.29%
Jared Butler,Short MR,7,19,36.84%,10.80%,28.57%
Jared Butler,Long MR,6,15,40.00%,8.52%,16.67%
Jared Butler,NBA 3s,24,62,38.71%,35.23%,66.67%
MaCio Teague,Left Wing 3s,6,15,40.00%,9.93%,100.00%
MaCio Teague,Above Break,17,50,34.00%,33.11%,52.94%
MaCio Teague,Right Wing 3s,8,21,38.10%,13.91%,100.00%
MaCio Teague,Rim,18,35,51.43%,23.18%,50.00%
MaCio Teague,Short MR,5,13,38.46%,8.61%,20.00%
MaCio Teague,Long MR,10,17,58.82%,11.26%,30.00%
MaCio Teague,NBA 3s,11,44,25.00%,29.14%,72.73%
DeAndre Jones,Left Wing 3s,1,2,50.00%,8.33%,0.00%
DeAndre Jones,Above Break,2,10,20.00%,41.67%,50.00%
DeAndre Jones,Right Wing 3s,0,0,NA,0.00%,NA
DeAndre Jones,Rim,3,8,37.50%,33.33%,0.00%
DeAndre Jones,Short MR,0,0,NA,0.00%,NA
DeAndre Jones,Long MR,2,4,50.00%,16.67%,0.00%
DeAndre Jones,NBA 3s,0,6,0.00%,25.00%,NA
Eddy Kayouloud,Left Wing 3s,1,3,33.33%,4.05%,0.00%
Eddy Kayouloud,Above Break,2,11,18.18%,14.86%,50.00%
Eddy Kayouloud,Right Wing 3s,1,2,50.00%,2.70%,0.00%
Eddy Kayouloud,Rim,23,44,52.27%,59.46%,4.35%
Eddy Kayouloud,Short MR,2,8,25.00%,10.81%,100.00%
Eddy Kayouloud,Long MR,2,6,33.33%,8.11%,50.00%
Eddy Kayouloud,NBA 3s,3,11,27.27%,14.86%,0.00%
Tristan Clark,Left Wing 3s,0,0,NA,0.00%,NA
Tristan Clark,Above Break,0,2,0.00%,4.08%,NA
Tristan Clark,Right Wing 3s,0,0,NA,0.00%,NA
Tristan Clark,Rim,12,22,54.55%,44.90%,66.67%
Tristan Clark,Short MR,3,17,17.65%,34.69%,33.33%
Tristan Clark,Long MR,3,8,37.50%,16.33%,100.00%
Tristan Clark,NBA 3s,0,2,0.00%,4.08%,NA
Hayden Koval,Left Wing 3s,2,3,66.67%,7.69%,50.00%
Hayden Koval,Above Break,5,14,35.71%,35.90%,20.00%
Hayden Koval,Right Wing 3s,0,1,0.00%,2.56%,NA
Hayden Koval,Rim,5,7,71.43%,17.95%,20.00%
Hayden Koval,Short MR,2,3,66.67%,7.69%,50.00%
Hayden Koval,Long MR,2,11,18.18%,28.21%,0.00%
Hayden Koval,NBA 3s,3,11,27.27%,28.21%,0.00%
Jaxson Baker,Left Wing 3s,2,5,40.00%,16.13%,50.00%
Jaxson Baker,Above Break,4,11,36.36%,35.48%,0.00%
Jaxson Baker,Right Wing 3s,1,3,33.33%,9.68%,0.00%
Jaxson Baker,Rim,4,9,44.44%,29.03%,50.00%
Jaxson Baker,Short MR,1,2,50.00%,6.45%,100.00%
Jaxson Baker,Long MR,1,1,100.00%,3.23%,0.00%
Jaxson Baker,NBA 3s,4,10,40.00%,32.26%,0.00%
Devonte Bandoo,Left Wing 3s,3,5,60.00%,5.21%,100.00%
Devonte Bandoo,Above Break,11,27,40.74%,28.13%,72.73%
Devonte Bandoo,Right Wing 3s,3,9,33.33%,9.38%,100.00%
Devonte Bandoo,Rim,10,22,45.45%,22.92%,50.00%
Devonte Bandoo,Short MR,7,16,43.75%,16.67%,14.29%
Devonte Bandoo,Long MR,6,17,35.29%,17.71%,0.00%
Devonte Bandoo,NBA 3s,14,28,50.00%,29.17%,85.71%
Mark Vital,Left Wing 3s,0,3,0.00%,3.45%,NA
Mark Vital,Above Break,0,2,0.00%,2.30%,NA
Mark Vital,Right Wing 3s,2,9,22.22%,10.34%,100.00%
Mark Vital,Rim,31,61,50.82%,70.11%,54.84%
Mark Vital,Short MR,2,10,20.00%,11.49%,50.00%
Mark Vital,Long MR,0,2,0.00%,2.30%,NA
Mark Vital,NBA 3s,1,6,16.67%,6.90%,100.00%
Rylan Bergersen,Left Wing 3s,2,8,25.00%,11.11%,100.00%
Rylan Bergersen,Above Break,0,11,0.00%,15.28%,NA
Rylan Bergersen,Right Wing 3s,0,2,0.00%,2.78%,NA
Rylan Bergersen,Rim,22,35,62.86%,48.61%,22.73%
Rylan Bergersen,Short MR,3,10,30.00%,13.89%,0.00%
Rylan Bergersen,Long MR,3,6,50.00%,8.33%,33.33%
Rylan Bergersen,NBA 3s,0,9,0.00%,12.50%,NA
Aaron Weidenaar,Left Wing 3s,2,2,100.00%,15.38%,100.00%
Aaron Weidenaar,Above Break,1,4,25.00%,30.77%,0.00%
Aaron Weidenaar,Right Wing 3s,0,3,0.00%,23.08%,NA
Aaron Weidenaar,Rim,0,2,0.00%,15.38%,NA
Aaron Weidenaar,Short MR,0,1,0.00%,7.69%,NA
Aaron Weidenaar,Long MR,0,1,0.00%,7.69%,NA
Aaron Weidenaar,NBA 3s,2,5,40.00%,38.46%,50.00%
Masai Olowokere,Left Wing 3s,1,5,20.00%,29.41%,100.00%
Masai Olowokere,Above Break,1,2,50.00%,11.76%,0.00%
Masai Olowokere,Right Wing 3s,0,1,0.00%,5.88%,NA
Masai Olowokere,Rim,1,4,25.00%,23.53%,100.00%
Masai Olowokere,Short MR,0,2,0.00%,11.76%,NA
Masai Olowokere,Long MR,1,3,33.33%,17.65%,0.00%
Masai Olowokere,NBA 3s,1,3,33.33%,17.65%,0.00%
Davion Mitchell,Left Wing 3s,1,4,25.00%,3.54%,0.00%
Davion Mitchell,Above Break,14,42,33.33%,37.17%,64.29%
Davion Mitchell,Right Wing 3s,2,3,66.67%,2.65%,100.00%
Davion Mitchell,Rim,27,44,61.36%,38.94%,25.93%
Davion Mitchell,Short MR,3,10,30.00%,8.85%,0.00%
Davion Mitchell,Long MR,3,10,30.00%,8.85%,0.00%
Davion Mitchell,NBA 3s,12,36,33.33%,31.86%,58.33%
Jared Chatham,Left Wing 3s,0,0,NA,0.00%,NA
Jared Chatham,Above Break,0,0,NA,0.00%,NA
Jared Chatham,Right Wing 3s,0,0,NA,0.00%,NA
Jared Chatham,Rim,10,16,62.50%,55.17%,20.00%
Jared Chatham,Short MR,3,10,30.00%,34.48%,33.33%
Jared Chatham,Long MR,0,3,0.00%,10.34%,NA
Jared Chatham,NBA 3s,0,0,NA,0.00%,NA
Freddie Gillespie,Left Wing 3s,0,0,NA,0.00%,NA
Freddie Gillespie,Above Break,0,0,NA,0.00%,NA
Freddie Gillespie,Right Wing 3s,0,0,NA,0.00%,NA
Freddie Gillespie,Rim,24,38,63.16%,42.70%,62.50%
Freddie Gillespie,Short MR,23,46,50.00%,51.69%,86.96%
Freddie Gillespie,Long MR,2,5,40.00%,5.62%,100.00%
Freddie Gillespie,NBA 3s,0,0,NA,0.00%,NA
Trevor Gaines-Perry,Left Wing 3s,0,0,NA,0.00%,NA
Trevor Gaines-Perry,Above Break,0,0,NA,0.00%,NA
Trevor Gaines-Perry,Right Wing 3s,0,0,NA,0.00%,NA
Trevor Gaines-Perry,Rim,1,1,100.00%,100.00%,0.00%
Trevor Gaines-Perry,Short MR,0,0,NA,0.00%,NA
Trevor Gaines-Perry,Long MR,0,0,NA,0.00%,NA
Trevor Gaines-Perry,NBA 3s,0,0,NA,0.00%,NA
Tyson Jackson,Left Wing 3s,0,0,NA,0.00%,NA
Tyson Jackson,Above Break,1,1,100.00%,1.22%,0.00%
Tyson Jackson,Right Wing 3s,0,0,NA,0.00%,NA
Tyson Jackson,Rim,33,46,71.74%,56.10%,33.33%
Tyson Jackson,Short MR,7,24,29.17%,29.27%,14.29%
Tyson Jackson,Long MR,3,11,27.27%,13.41%,33.33%
Tyson Jackson,NBA 3s,0,0,NA,0.00%,NA
Eddy Castro,Left Wing 3s,0,0,NA,0.00%,NA
Eddy Castro,Above Break,0,0,NA,0.00%,NA
Eddy Castro,Right Wing 3s,0,1,0.00%,33.33%,NA
Eddy Castro,Rim,0,1,0.00%,33.33%,NA
Eddy Castro,Short MR,0,0,NA,0.00%,NA
Eddy Castro,Long MR,1,1,100.00%,33.33%,0.00%
Eddy Castro,NBA 3s,0,0,NA,0.00%,NA
Javon Crane,Left Wing 3s,0,0,NA,0.00%,NA
Javon Crane,Above Break,0,0,NA,0.00%,NA
Javon Crane,Right Wing 3s,0,1,0.00%,25.00%,NA
Javon Crane,Rim,0,1,0.00%,25.00%,NA
Javon Crane,Short MR,0,0,NA,0.00%,NA
Javon Crane,Long MR,1,2,50.00%,50.00%,0.00%
Javon Crane,NBA 3s,0,0,NA,0.00%,NA
Sean Kromah,Left Wing 3s,0,0,NA,0.00%,NA
Sean Kromah,Above Break,0,2,0.00%,33.33%,NA
Sean Kromah,Right Wing 3s,0,1,0.00%,16.67%,NA
Sean Kromah,Rim,1,2,50.00%,33.33%,0.00%
Sean Kromah,Short MR,0,0,NA,0.00%,NA
Sean Kromah,Long MR,0,1,0.00%,16.67%,NA
Sean Kromah,NBA 3s,0,1,0.00%,16.67%,NA
Eli Lawrence,Left Wing 3s,4,12,33.33%,13.79%,0.00%
Eli Lawrence,Above Break,11,31,35.48%,35.63%,54.55%
Eli Lawrence,Right Wing 3s,0,5,0.00%,5.75%,NA
Eli Lawrence,Rim,15,19,78.95%,21.84%,20.00%
Eli Lawrence,Short MR,5,13,38.46%,14.94%,0.00%
Eli Lawrence,Long MR,2,7,28.57%,8.05%,0.00%
Eli Lawrence,NBA 3s,15,39,38.46%,44.83%,40.00%
Cam Gwyn,Left Wing 3s,0,0,NA,0.00%,NA
Cam Gwyn,Above Break,0,0,NA,0.00%,NA
Cam Gwyn,Right Wing 3s,0,0,NA,0.00%,NA
Cam Gwyn,Rim,0,0,NA,0.00%,NA
Cam Gwyn,Short MR,0,1,0.00%,100.00%,NA
Cam Gwyn,Long MR,0,0,NA,0.00%,NA
Cam Gwyn,NBA 3s,0,0,NA,0.00%,NA
Brice Martin,Left Wing 3s,0,0,NA,0.00%,NA
Brice Martin,Above Break,1,1,100.00%,20.00%,0.00%
Brice Martin,Right Wing 3s,0,0,NA,0.00%,NA
Brice Martin,Rim,0,1,0.00%,20.00%,NA
Brice Martin,Short MR,0,0,NA,0.00%,NA
Brice Martin,Long MR,1,3,33.33%,60.00%,0.00%
Brice Martin,NBA 3s,1,1,100.00%,20.00%,0.00%
Anthony Crump,Left Wing 3s,0,1,0.00%,4.55%,NA
Anthony Crump,Above Break,2,2,100.00%,9.09%,100.00%
Anthony Crump,Right Wing 3s,0,0,NA,0.00%,NA
Anthony Crump,Rim,6,11,54.55%,50.00%,33.33%
Anthony Crump,Short MR,1,7,14.29%,31.82%,0.00%
Anthony Crump,Long MR,0,1,0.00%,4.55%,NA
Anthony Crump,NBA 3s,2,2,100.00%,9.09%,100.00%
Kevin Chong,Left Wing 3s,0,0,NA,0.00%,NA
Kevin Chong,Above Break,1,3,33.33%,37.50%,0.00%
Kevin Chong,Right Wing 3s,0,0,NA,0.00%,NA
Kevin Chong,Rim,0,2,0.00%,25.00%,NA
Kevin Chong,Short MR,0,1,0.00%,12.50%,NA
Kevin Chong,Long MR,0,2,0.00%,25.00%,NA
Kevin Chong,NBA 3s,1,1,100.00%,12.50%,0.00%
Nick Clifton,Left Wing 3s,0,0,NA,0.00%,NA
Nick Clifton,Above Break,1,1,100.00%,9.09%,0.00%
Nick Clifton,Right Wing 3s,1,1,100.00%,9.09%,0.00%
Nick Clifton,Rim,1,2,50.00%,18.18%,0.00%
Nick Clifton,Short MR,0,0,NA,0.00%,NA
Nick Clifton,Long MR,1,7,14.29%,63.64%,0.00%
Nick Clifton,NBA 3s,1,1,100.00%,9.09%,0.00%
Donovan Sims,Left Wing 3s,1,7,14.29%,5.15%,100.00%
Donovan Sims,Above Break,17,51,33.33%,37.50%,35.29%
Donovan Sims,Right Wing 3s,6,15,40.00%,11.03%,16.67%
Donovan Sims,Rim,15,27,55.56%,19.85%,0.00%
Donovan Sims,Short MR,6,17,35.29%,12.50%,0.00%
Donovan Sims,Long MR,8,19,42.11%,13.97%,0.00%
Donovan Sims,NBA 3s,14,47,29.79%,34.56%,28.57%
Kordell Kah,Left Wing 3s,0,0,NA,0.00%,NA
Kordell Kah,Above Break,0,0,NA,0.00%,NA
Kordell Kah,Right Wing 3s,0,0,NA,0.00%,NA
Kordell Kah,Rim,1,2,50.00%,100.00%,0.00%
Kordell Kah,Short MR,0,0,NA,0.00%,NA
Kordell Kah,Long MR,0,0,NA,0.00%,NA
Kordell Kah,NBA 3s,0,0,NA,0.00%,NA
Tyler Millin,Left Wing 3s,1,8,12.50%,12.70%,0.00%
Tyler Millin,Above Break,5,18,27.78%,28.57%,20.00%
Tyler Millin,Right Wing 3s,2,8,25.00%,12.70%,0.00%
Tyler Millin,Rim,12,20,60.00%,31.75%,0.00%
Tyler Millin,Short MR,3,5,60.00%,7.94%,0.00%
Tyler Millin,Long MR,2,4,50.00%,6.35%,0.00%
Tyler Millin,NBA 3s,5,22,22.73%,34.92%,20.00%
JR Sanders,Left Wing 3s,0,0,NA,0.00%,NA
JR Sanders,Above Break,0,1,0.00%,20.00%,NA
JR Sanders,Right Wing 3s,1,1,100.00%,20.00%,0.00%
JR Sanders,Rim,0,1,0.00%,20.00%,NA
JR Sanders,Short MR,0,0,NA,0.00%,NA
JR Sanders,Long MR,0,2,0.00%,40.00%,NA
JR Sanders,NBA 3s,0,1,0.00%,20.00%,NA
CJ Jones,Left Wing 3s,6,16,37.50%,7.62%,33.33%
CJ Jones,Above Break,27,60,45.00%,28.57%,40.74%
CJ Jones,Right Wing 3s,5,18,27.78%,8.57%,0.00%
CJ Jones,Rim,13,17,76.47%,8.10%,23.08%
CJ Jones,Short MR,14,30,46.67%,14.29%,35.71%
CJ Jones,Long MR,31,69,44.93%,32.86%,35.48%
CJ Jones,NBA 3s,24,57,42.11%,27.14%,41.67%
Jayce Johnson,Left Wing 3s,0,2,0.00%,1.61%,NA
Jayce Johnson,Above Break,1,6,16.67%,4.84%,100.00%
Jayce Johnson,Right Wing 3s,0,0,NA,0.00%,NA
Jayce Johnson,Rim,38,63,60.32%,50.81%,18.42%
Jayce Johnson,Short MR,12,34,35.29%,27.42%,16.67%
Jayce Johnson,Long MR,4,19,21.05%,15.32%,25.00%
Jayce Johnson,NBA 3s,1,6,16.67%,4.84%,100.00%
Antonio Green,Left Wing 3s,4,18,22.22%,10.29%,0.00%
Antonio Green,Above Break,31,82,37.80%,46.86%,12.90%
Antonio Green,Right Wing 3s,3,15,20.00%,8.57%,33.33%
Antonio Green,Rim,13,20,65.00%,11.43%,7.69%
Antonio Green,Short MR,10,16,62.50%,9.14%,20.00%
Antonio Green,Long MR,4,24,16.67%,13.71%,25.00%
Antonio Green,NBA 3s,28,80,35.00%,45.71%,10.71%
Joshua Brooks,Left Wing 3s,0,0,NA,0.00%,NA
Joshua Brooks,Above Break,0,0,NA,0.00%,NA
Joshua Brooks,Right Wing 3s,0,0,NA,0.00%,NA
Joshua Brooks,Rim,2,2,100.00%,33.33%,0.00%
Joshua Brooks,Short MR,0,1,0.00%,16.67%,NA
Joshua Brooks,Long MR,1,3,33.33%,50.00%,0.00%
Joshua Brooks,NBA 3s,0,0,NA,0.00%,NA
JoVontae Millner,Left Wing 3s,1,4,25.00%,10.81%,100.00%
JoVontae Millner,Above Break,3,7,42.86%,18.92%,66.67%
JoVontae Millner,Right Wing 3s,1,2,50.00%,5.41%,100.00%
JoVontae Millner,Rim,9,16,56.25%,43.24%,22.22%
JoVontae Millner,Short MR,0,2,0.00%,5.41%,NA
JoVontae Millner,Long MR,1,6,16.67%,16.22%,0.00%
JoVontae Millner,NBA 3s,3,10,30.00%,27.03%,100.00%
Felix Uadiale,Left Wing 3s,0,0,NA,0.00%,NA
Felix Uadiale,Above Break,0,0,NA,0.00%,NA
Felix Uadiale,Right Wing 3s,0,0,NA,0.00%,NA
Felix Uadiale,Rim,2,3,66.67%,60.00%,0.00%
Felix Uadiale,Short MR,0,0,NA,0.00%,NA
Felix Uadiale,Long MR,1,2,50.00%,40.00%,0.00%
Felix Uadiale,NBA 3s,0,0,NA,0.00%,NA
Barron Nease,Left Wing 3s,0,0,NA,0.00%,NA
Barron Nease,Above Break,0,1,0.00%,50.00%,NA
Barron Nease,Right Wing 3s,0,0,NA,0.00%,NA
Barron Nease,Rim,0,1,0.00%,50.00%,NA
Barron Nease,Short MR,0,0,NA,0.00%,NA
Barron Nease,Long MR,0,0,NA,0.00%,NA
Barron Nease,NBA 3s,0,0,NA,0.00%,NA
Daniel Jackson,Left Wing 3s,0,0,NA,0.00%,NA
Daniel Jackson,Above Break,0,0,NA,0.00%,NA
Daniel Jackson,Right Wing 3s,0,0,NA,0.00%,NA
Daniel Jackson,Rim,1,1,100.00%,100.00%,0.00%
Daniel Jackson,Short MR,0,0,NA,0.00%,NA
Daniel Jackson,Long MR,0,0,NA,0.00%,NA
Daniel Jackson,NBA 3s,0,0,NA,0.00%,NA
JP McGhee,Left Wing 3s,0,0,NA,0.00%,NA
JP McGhee,Above Break,0,0,NA,0.00%,NA
JP McGhee,Right Wing 3s,0,0,NA,0.00%,NA
JP McGhee,Rim,1,2,50.00%,66.67%,0.00%
JP McGhee,Short MR,0,0,NA,0.00%,NA
JP McGhee,Long MR,0,1,0.00%,33.33%,NA
JP McGhee,NBA 3s,0,0,NA,0.00%,NA
Jalon Gates,Left Wing 3s,2,8,25.00%,10.96%,0.00%
Jalon Gates,Above Break,13,34,38.24%,46.58%,46.15%
Jalon Gates,Right Wing 3s,5,9,55.56%,12.33%,40.00%
Jalon Gates,Rim,4,5,80.00%,6.85%,0.00%
Jalon Gates,Short MR,0,3,0.00%,4.11%,NA
Jalon Gates,Long MR,8,14,57.14%,19.18%,25.00%
Jalon Gates,NBA 3s,9,27,33.33%,36.99%,33.33%
Jeriah Horne,Left Wing 3s,2,9,22.22%,6.21%,50.00%
Jeriah Horne,Above Break,18,52,34.62%,35.86%,22.22%
Jeriah Horne,Right Wing 3s,6,15,40.00%,10.34%,16.67%
Jeriah Horne,Rim,13,20,65.00%,13.79%,23.08%
Jeriah Horne,Short MR,9,21,42.86%,14.48%,11.11%
Jeriah Horne,Long MR,12,28,42.86%,19.31%,0.00%
Jeriah Horne,NBA 3s,15,39,38.46%,26.90%,20.00%
Ian DuBose,Left Wing 3s,3,8,37.50%,8.70%,0.00%
Ian DuBose,Above Break,8,23,34.78%,25.00%,25.00%
Ian DuBose,Right Wing 3s,2,5,40.00%,5.43%,0.00%
Ian DuBose,Rim,17,29,58.62%,31.52%,17.65%
Ian DuBose,Short MR,6,17,35.29%,18.48%,0.00%
Ian DuBose,Long MR,2,10,20.00%,10.87%,0.00%
Ian DuBose,NBA 3s,5,15,33.33%,16.30%,20.00%
Ryan Gomes,Left Wing 3s,0,0,NA,0.00%,NA
Ryan Gomes,Above Break,0,1,0.00%,3.23%,NA
Ryan Gomes,Right Wing 3s,0,0,NA,0.00%,NA
Ryan Gomes,Rim,9,13,69.23%,41.94%,11.11%
Ryan Gomes,Short MR,3,11,27.27%,35.48%,66.67%
Ryan Gomes,Long MR,1,6,16.67%,19.35%,100.00%
Ryan Gomes,NBA 3s,0,0,NA,0.00%,NA
Brandon Rachal,Left Wing 3s,3,13,23.08%,8.39%,33.33%
Brandon Rachal,Above Break,6,18,33.33%,11.61%,33.33%
Brandon Rachal,Right Wing 3s,1,5,20.00%,3.23%,100.00%
Brandon Rachal,Rim,44,56,78.57%,36.13%,9.09%
Brandon Rachal,Short MR,15,39,38.46%,25.16%,0.00%
Brandon Rachal,Long MR,8,24,33.33%,15.48%,25.00%
Brandon Rachal,NBA 3s,5,22,22.73%,14.19%,40.00%
Qon Murphy,Left Wing 3s,0,1,0.00%,2.38%,NA
Qon Murphy,Above Break,2,10,20.00%,23.81%,50.00%
Qon Murphy,Right Wing 3s,1,2,50.00%,4.76%,100.00%
Qon Murphy,Rim,4,8,50.00%,19.05%,0.00%
Qon Murphy,Short MR,3,9,33.33%,21.43%,33.33%
Qon Murphy,Long MR,3,12,25.00%,28.57%,0.00%
Qon Murphy,NBA 3s,1,5,20.00%,11.90%,0.00%
Elijah Joiner,Left Wing 3s,3,3,100.00%,3.80%,0.00%
Elijah Joiner,Above Break,4,16,25.00%,20.25%,0.00%
Elijah Joiner,Right Wing 3s,1,6,16.67%,7.59%,0.00%
Elijah Joiner,Rim,20,38,52.63%,48.10%,15.00%
Elijah Joiner,Short MR,3,7,42.86%,8.86%,0.00%
Elijah Joiner,Long MR,3,9,33.33%,11.39%,0.00%
Elijah Joiner,NBA 3s,5,15,33.33%,18.99%,0.00%
Darien Jackson,Left Wing 3s,0,1,0.00%,1.23%,NA
Darien Jackson,Above Break,0,3,0.00%,3.70%,NA
Darien Jackson,Right Wing 3s,0,0,NA,0.00%,NA
Darien Jackson,Rim,48,70,68.57%,86.42%,12.50%
Darien Jackson,Short MR,0,1,0.00%,1.23%,NA
Darien Jackson,Long MR,1,6,16.67%,7.41%,0.00%
Darien Jackson,NBA 3s,0,3,0.00%,3.70%,NA
Reggie Jones,Left Wing 3s,2,7,28.57%,7.95%,0.00%
Reggie Jones,Above Break,12,32,37.50%,36.36%,25.00%
Reggie Jones,Right Wing 3s,4,10,40.00%,11.36%,0.00%
Reggie Jones,Rim,5,16,31.25%,18.18%,0.00%
Reggie Jones,Short MR,4,11,36.36%,12.50%,25.00%
Reggie Jones,Long MR,4,12,33.33%,13.64%,0.00%
Reggie Jones,NBA 3s,13,30,43.33%,34.09%,15.38%
Isaiah Hill,Left Wing 3s,1,5,20.00%,5.49%,0.00%
Isaiah Hill,Above Break,6,25,24.00%,27.47%,50.00%
Isaiah Hill,Right Wing 3s,1,6,16.67%,6.59%,100.00%
Isaiah Hill,Rim,20,30,66.67%,32.97%,0.00%
Isaiah Hill,Short MR,1,6,16.67%,6.59%,0.00%
Isaiah Hill,Long MR,5,19,26.32%,20.88%,0.00%
Isaiah Hill,NBA 3s,3,17,17.65%,18.68%,66.67%
Jackson Stent,Left Wing 3s,1,3,33.33%,14.29%,0.00%
Jackson Stent,Above Break,2,7,28.57%,33.33%,0.00%
Jackson Stent,Right Wing 3s,0,3,0.00%,14.29%,NA
Jackson Stent,Rim,6,6,100.00%,28.57%,33.33%
Jackson Stent,Short MR,1,1,100.00%,4.76%,0.00%
Jackson Stent,Long MR,0,1,0.00%,4.76%,NA
Jackson Stent,NBA 3s,0,3,0.00%,14.29%,NA
Benjamin Uloko,Left Wing 3s,0,0,NA,0.00%,NA
Benjamin Uloko,Above Break,0,0,NA,0.00%,NA
Benjamin Uloko,Right Wing 3s,0,0,NA,0.00%,NA
Benjamin Uloko,Rim,5,6,83.33%,50.00%,0.00%
Benjamin Uloko,Short MR,0,3,0.00%,25.00%,NA
Benjamin Uloko,Long MR,0,3,0.00%,25.00%,NA
Benjamin Uloko,NBA 3s,0,0,NA,0.00%,NA
Martins Igbanu,Left Wing 3s,0,0,NA,0.00%,NA
Martins Igbanu,Above Break,0,2,0.00%,1.98%,NA
Martins Igbanu,Right Wing 3s,0,0,NA,0.00%,NA
Martins Igbanu,Rim,38,67,56.72%,66.34%,21.05%
Martins Igbanu,Short MR,10,26,38.46%,25.74%,10.00%
Martins Igbanu,Long MR,4,6,66.67%,5.94%,0.00%
Martins Igbanu,NBA 3s,0,2,0.00%,1.98%,NA
Ty Dalton,Left Wing 3s,1,1,100.00%,3.45%,0.00%
Ty Dalton,Above Break,1,2,50.00%,6.90%,100.00%
Ty Dalton,Right Wing 3s,1,1,100.00%,3.45%,0.00%
Ty Dalton,Rim,5,14,35.71%,48.28%,0.00%
Ty Dalton,Short MR,1,7,14.29%,24.14%,0.00%
Ty Dalton,Long MR,1,4,25.00%,13.79%,0.00%
Ty Dalton,NBA 3s,1,1,100.00%,3.45%,0.00%
Lawson Korita,Left Wing 3s,3,13,23.08%,16.46%,33.33%
Lawson Korita,Above Break,11,27,40.74%,34.18%,27.27%
Lawson Korita,Right Wing 3s,5,12,41.67%,15.19%,0.00%
Lawson Korita,Rim,8,18,44.44%,22.78%,12.50%
Lawson Korita,Short MR,0,2,0.00%,2.53%,NA
Lawson Korita,Long MR,3,7,42.86%,8.86%,33.33%
Lawson Korita,NBA 3s,10,32,31.25%,40.51%,40.00%
Josh Earley,Left Wing 3s,0,0,NA,0.00%,NA
Josh Earley,Above Break,0,0,NA,0.00%,NA
Josh Earley,Right Wing 3s,0,0,NA,0.00%,NA
