Xrim1,YRim1,XRim2,YRim2,XPaint1,YPaint1,XPaint2,YPaint2,XFC1,YFC1,XFC2,YFC2,X3P1,Y3P1,X3P2,Y3P2,XBackB1,YBackB1,XBackB2,YBackB2,HalfCX,HalfCY,HalfX2,HalfY2,BoundX,BoundY,XNBA3P,YNBA3P,Xbar1,Ybar1,Xbar2,Ybar2,Xbar3,Ybar3,Xbar4,Ybar4,Xbar5,Ybar5,Xbar6,Ybar6,Xbar7,Ybar7,Xbar8,Ybar8,Xbar9,Ybar9,Xbar10,Ybar10,Xbar11,Ybar11,Xbar12,Ybar12,Xbar13,Ybar13,Xbar14,Ybar14,Xbar15,Ybar15
4.44436248,45.24355636,93.80700873,45.40037064,18.4706383,32,78.5293617,32,24.24945019,50.71031484,72.75054981,50.71031484,22.10424616,68.95057498,74.89575384,68.95057498,2.686170213,49.1,94.31382979,49.1,43.26118811,50.71031484,48.5,-4.4,-1,0.6,27.71220867,55.53998909,,,,,,,,,,,,,,,,,,,,,,,0.767253155,38.02320551,1.815267206,37.0064632,5.18903465,38.67725786,6.08274685,38.02320551
4.432866472,45.25800585,93.83257219,45.38075728,18.4606383,32,78.5393617,32,24.31032253,50.53566842,72.68967747,50.53566842,22.33069312,68.3248913,74.66930688,68.3248913,2.686170213,49.09,94.31382979,49.09,43.20031577,50.53566842,48.5,-4.3,-1,0.8,27.8066973,54.66586974,,,,,,,,,,,,,,,,,,,,,,,0.810224988,38.07716323,1.89285314,36.98850437,5.16366301,38.74138426,6.03977501,38.07716323
4.421239419,45.27207214,93.85775964,45.35946168,18.4506383,32,78.5493617,32,24.36958052,50.35903117,72.63041948,50.35903117,22.55135532,67.69179802,74.44864468,67.69179802,2.686170213,49.08,94.31382979,49.08,43.14105778,50.35903117,48.5,-4.2,-1,1,27.89373314,53.78850146,,,,,,,,,,,,,,,,,,,,,,,0.851749614,38.13160295,1.970906756,36.97143335,5.1400074,38.80579034,5.99825039,38.13160295
4.409484862,45.28575095,93.88254037,45.33650979,18.4406383,32,78.5593617,32,24.42720613,50.1804569,72.57279387,50.1804569,22.76616556,67.05148799,74.23383444,67.05148799,2.686170213,49.07,94.31382979,49.07,43.08343216,50.1804569,48.5,-4.1,-1,1.2,27.97328967,52.90815151,,,,,,,,,,,,,,,,,,,,,,,0.891814382,38.18650808,2.049404278,36.95525536,5.11807503,38.87045646,5.95818562,38.18650808
4.397606383,45.29903811,93.90688419,45.31192956,18.4306383,32,78.5693617,32,24.48318181,50,72.51681819,50,22.97505841,66.40415626,74.02494159,66.40415626,2.686170213,49.06,94.31382979,49.06,43.02745649,50,48.5,-4,-1,1.4,28.04534267,52.02508806,,,,,,,,,,,,,,,,,,,,,,,0.930407089,38.24186191,2.128321794,36.93997531,5.09787257,38.93536293,5.91959291,38.24186191
4.385607599,45.31192956,93.93076146,45.28575095,18.4206383,32,78.5793617,32,24.53749049,49.81771544,72.46250951,49.81771544,23.17797022,65.75,73.82202978,65.75,2.686170213,49.05,94.31382979,49.05,42.97314781,49.81771544,48.5,-3.9,-1,1.6,28.10987018,51.13958008,,,,,,,,,,,,,,,,,,,,,,,0.96751598,38.29764756,2.207635265,36.92559787,5.07940619,39.00048998,5.88248402,38.29764756
4.373492165,45.32442139,93.95414307,45.25800585,18.4106383,32,78.5893617,32,24.59011564,49.63365875,72.40988436,49.63365875,23.3748392,65.08921848,73.6251608,65.08921848,2.686170213,49.04,94.31382979,49.04,42.92052266,49.63365875,48.5,-3.8,-1,1.8,28.16685254,50.25189732,,,,,,,,,,,,,,,,,,,,,,,1.003129749,38.35384804,2.287320533,36.91212741,5.06268149,39.06581778,5.84687025,38.35384804
4.361263772,45.33650979,93.97700054,45.22872807,18.4006383,32,78.5993617,32,24.64104123,49.447886,72.35895877,49.447886,23.56560537,64.42201298,73.43439463,64.42201298,2.686170213,49.03,94.31382979,49.03,42.86959707,49.447886,48.5,-3.7,-1,2,28.21627241,49.36231017,,,,,,,,,,,,,,,,,,,,,,,1.03723755,38.41044624,2.367353323,36.89956803,5.04770359,39.13132642,5.81276245,38.41044624
4.348926145,45.34819107,93.99930602,45.19795327,18.3906383,32,78.6093617,32,24.69025174,49.26045376,72.30974826,49.26045376,23.75021062,63.74858674,73.24978938,63.74858674,2.686170213,49.02,94.31382979,49.02,42.82038656,49.26045376,48.5,-3.6,-1,2.2,28.25811472,48.4710896,,,,,,,,,,,,,,,,,,,,,,,1.069828993,38.46742491,2.447709257,36.88792356,5.03447704,39.19699594,5.78017101,38.46742491
4.336483042,45.35946168,94.02103233,45.16571894,18.3806383,32,78.6193617,32,24.73773219,49.07141914,72.26226781,49.07141914,23.92859873,63.06914489,73.07140127,63.06914489,2.686170213,49.01,94.31382979,49.01,42.77290611,49.07141914,48.5,-3.5,-1,2.4,28.29236674,47.5785071,,,,,,,,,,,,,,,,,,,,,,,1.100894149,38.5247667,2.528363859,36.87719755,5.02300588,39.26280635,5.74910585,38.5247667
4.323938253,45.37031819,94.04215301,45.13206437,18.3706383,32,78.6293617,32,24.7834681,48.88083972,72.2165319,48.88083972,24.10071535,62.38389439,72.89928465,62.38389439,2.686170213,49,94.31382979,49,42.72717019,48.88083972,48.5,-3.4,-1,2.6,28.31901802,46.68483456,,,,,,,,,,,,,,,,,,,,,,,1.130423556,38.58245414,2.609292559,36.86739327,5.01329358,39.32873759,5.71957644,38.58245414
4.311295599,45.38075728,94.06264232,45.09703055,18.3606383,32,78.6393617,32,24.82744556,48.68877354,72.17255444,48.68877354,24.26650805,61.69304397,72.73349195,61.69304397,2.686170213,48.99,94.31382979,48.99,42.68319273,48.68877354,48.5,-3.3,-1,2.8,28.33806045,45.79034418,,,,,,,,,,,,,,,,,,,,,,,1.15840822,38.64046967,2.690470706,36.8585137,5.00534312,39.39476959,5.69159178,38.64046967
4.298558932,45.39077578,94.0824753,45.06066017,18.3506383,32,78.6493617,32,24.86965117,48.49527912,72.13034883,48.49527912,24.42592634,60.99680409,72.57407366,60.99680409,2.686170213,48.98,94.31382979,48.98,42.64098713,48.49527912,48.5,-3.2,-1,3,28.34948823,44.89530845,,,,,,,,,,,,,,,,,,,,,,,1.184839615,38.6987956,2.771873573,36.85056154,4.99915692,39.46088224,5.66516039,38.6987956
4.28573213,45.40037064,94.10162779,45.02299754,18.3406383,32,78.6593617,32,24.91007206,48.30041539,72.08992794,48.30041539,24.57892165,60.29538681,72.42107835,60.29538681,2.686170213,48.97,94.31382979,48.97,42.60056624,48.30041539,48.5,-3.1,-1,3.2,28.35329787,44,,,,,,,,,,,,,,,,,,,,,,,1.209709691,38.75741417,2.853476363,36.84353922,4.99473686,39.52705538,5.64029031,38.75741417
4.272819103,45.40953893,94.12007645,44.98408854,18.3306383,32,78.6693617,32,24.94869592,48.10424172,72.05130408,48.10424172,24.72544738,59.58900581,72.27455262,59.58900581,2.686170213,48.96,94.31382979,48.96,42.56194238,48.10424172,48.5,-3,-1,3.4,28.34948823,43.10469155,,,,,,,,,,,,,,,,,,,,,,,1.233010872,38.81630752,2.93525422,36.83744888,4.99208428,39.59326886,5.61698913,38.81630752
4.259823782,45.41827786,94.1377988,44.94398059,18.3206383,32,78.6793617,32,24.985511,47.90681785,72.014489,47.90681785,24.86545889,58.87787623,72.13454111,58.87787623,2.686170213,48.95,94.31382979,48.95,42.5251273,47.90681785,48.5,-2.9,-1,3.6,28.33806045,42.20965582,,,,,,,,,,,,,,,,,,,,,,,1.254736059,38.87545772,3.01718223,36.83229237,4.9912,39.65950253,5.59526394,38.87545772
4.246750126,45.42658477,94.15477326,44.90272253,18.3106383,32,78.6893617,32,25.02050607,47.70820393,71.97949393,47.70820393,24.99891354,58.16221472,72.00108646,58.16221472,2.686170213,48.94,94.31382979,48.94,42.49013223,47.70820393,48.5,-2.8,-1,3.8,28.31901802,41.31516544,,,,,,,,,,,,,,,,,,,,,,,1.274878637,38.93484675,3.09923545,36.82807127,4.99208428,39.72573619,5.57512136,38.93484675
4.233602118,45.43445713,94.17097914,44.86036465,18.3006383,32,78.6993617,32,25.05367048,47.50846046,71.94632952,47.50846046,25.12577068,57.44223926,71.87422932,57.44223926,2.686170213,48.93,94.31382979,48.93,42.45696782,47.50846046,48.5,-2.7,-1,4,28.29236674,40.4214929,,,,,,,,,,,,,,,,,,,,,,,1.293432468,38.99445651,3.18138886,36.82478685,4.99269441,39.74560327,5.55656753,38.99445651
4.220383762,45.44189254,94.1863967,44.81695855,18.2906383,32,78.7093617,32,25.08499412,47.30764827,71.91500588,47.30764827,25.24599166,56.71816916,71.75400834,56.71816916,2.686170213,48.92,94.31382979,48.92,42.42564418,47.30764827,48.5,-2.6,-1,4.2,28.25811472,39.5289104,,,,,,,,,,,,,,,,,,,,,,,1.310391901,39.05426886,3.18138886,39.74179,3.67501114,39.74179,5.5396081,39.05426886
4.207099086,45.44888874,94.20100715,44.77255711,18.2806383,32,78.7193617,32,25.11446746,47.10582854,71.88553254,47.10582854,25.35953986,55.99022498,71.64046014,55.99022498,2.686170213,48.91,94.31382979,48.91,42.39617084,47.10582854,48.5,-2.5,-1,4.4,28.21627241,38.63768983,,,,,,,,,,,,,,,,,,,,,,,1.32575177,39.11426556,1.863576471,39.74179,3.67501114,36.82478685,5.52424823,39.11426556
4.193752136,45.45544359,94.21479269,44.72721443,18.2706383,32,78.7293617,32,25.1420815,46.90306275,71.8579185,46.90306275,25.4663807,55.25862846,71.5336193,55.25862846,2.686170213,48.9,94.31382979,48.9,42.36855679,46.90306275,48.5,-2.4,-1,4.6,28.16685254,37.74810268,,,,,,,,,,,,,,,,,,,,,,,1.339507396,39.17442835,,,,,5.5104926,39.17442835
4.180346976,45.4615551,94.22773654,44.68098575,18.2606383,32,78.7393617,32,25.16782786,46.69941265,71.83217214,46.69941265,25.56648162,54.52360246,71.43351838,54.52360246,2.686170213,48.89,94.31382979,48.89,42.34281044,46.69941265,48.5,-2.3,-1,4.8,28.10987018,36.86041992,,,,,,,,,,,,,,,,,,,,,,,1.35165459,39.2347389,,,,,5.49834541,39.2347389
4.166887692,45.4672214,94.23982291,44.63392739,18.2506383,32,78.7493617,32,25.19169867,46.49494029,71.80830133,46.49494029,25.65981215,53.78537086,71.34018785,53.78537086,2.686170213,48.88,94.31382979,48.88,42.31893963,46.49494029,48.5,-2.2,-1,5,28.04534267,35.97491194,,,,,,,,,,,,,,,,,,,,,,,1.36218965,39.29517883,,,,,5.48781035,39.29517883
4.153378382,45.47244078,94.25103708,44.58609669,18.2406383,32,78.7593617,32,25.21368667,46.28970794,71.78631333,46.28970794,25.74634384,53.04415855,71.25365616,53.04415855,2.686170213,48.87,94.31382979,48.87,42.29695163,46.28970794,48.5,-2.1,-1,5.2,27.97328967,35.09184849,,,,,,,,,,,,,,,,,,,,,,,1.371109369,39.35572975,,,,,5.47889063,39.35572975
4.139823162,45.47721163,94.26136539,44.53755192,18.2306383,32,78.7693617,32,25.23378516,46.08377813,71.76621484,46.08377813,25.82605035,52.3001913,71.17394965,52.3001913,2.686170213,48.86,94.31382979,48.86,42.27685314,46.08377813,48.5,-2,-1,5.4,27.89373314,34.21149854,,,,,,,,,,,,,,,,,,,,,,,1.378411029,39.41637319,,,,,5.47158897,39.41637319
4.12622616,45.48153251,94.27079526,44.48835223,18.2206383,32,78.7793617,32,25.25198802,45.87721358,71.74801198,45.87721358,25.89890738,51.55369573,71.10109262,51.55369573,2.686170213,48.85,94.31382979,48.85,42.25865027,45.87721358,48.5,-1.9,-1,5.6,27.8066973,33.33413026,,,,,,,,,,,,,,,,,,,,,,,1.384092405,39.47709069,,,,,5.4659076,39.47709069
4.112591519,45.4854021,94.27931519,44.43855756,18.2106383,32,78.7893617,32,25.26828971,45.67007721,71.73171029,45.67007721,25.96489276,50.80489923,71.03510724,50.80489923,2.686170213,48.84,94.31382979,48.84,42.24234859,45.67007721,48.5,-1.8,-1,5.8,27.71220867,32.46001091,,,,,,,,,,,,,,,,,,,,,,,1.388151768,39.53786376,,,,,5.46184823,39.53786376
4.098923391,45.48881923,94.28691481,44.38822857,18.2006383,32,78.7993617,32,25.28268526,45.46243212,71.71731474,45.46243212,26.02398637,50.05402989,70.97601363,50.05402989,2.686170213,48.83,94.31382979,48.83,42.22795304,45.46243212,48.5,-1.7,-1,6,27.61029603,31.58940676,,,,,,,,,,,,,,,,,,,,,,,1.39058788,39.59867388,,,,,5.45941212,39.59867388
4.08522594,45.49178284,94.29358487,44.33742658,18.1906383,32,78.8093617,32,25.29517027,45.25434156,71.70482973,45.25434156,26.07617022,49.30131644,70.92382978,49.30131644,2.686170213,48.82,94.31382979,48.82,42.21546802,45.25434156,48.5,-1.6,-1,6.2,27.50099042,30.72258299,,,,,,,,,,,,,,,,,,,,,,,1.3914,39.65950253,,,,,5.4586,39.65950253
4.071503339,45.49429205,94.29931722,44.28621349,18.1806383,32,78.8193617,32,25.30574096,45.04586891,71.69425904,45.04586891,26.12142842,48.54698815,70.87857158,48.54698815,2.686170213,48.81,94.31382979,48.81,42.20489733,45.04586891,48.5,-1.5,-1,6.4,27.38432513,29.85980365,,,,,,,,,,,,,,,,,,,,,,,1.39058788,39.72033117,,,,,5.45941212,39.72033117
4.057759768,45.49634608,94.30410489,44.2346517,18.1706383,32,78.8293617,32,25.3143941,44.83707768,71.6856059,44.83707768,26.15974717,47.79127481,70.84025283,47.79127481,2.686170213,48.8,94.31382979,48.8,42.19624419,44.83707768,48.5,-1.4,-1,6.6,27.26033572,29.00133155,,,,,,,,,,,,,,,,,,,,,,,1.389908959,39.74192185,,,,,5.46009104,39.74192185
4.043999412,45.4979443,94.30794204,44.18280402,18.1606383,32,78.8393617,32,25.32112706,44.62803147,71.67887294,44.62803147,26.1911148,47.03440661,70.8088852,47.03440661,2.686170213,48.79,94.31382979,48.79,42.18951124,44.62803147,48.5,-1.3,-1,6.8,27.12905994,28.14742819,,,,,,,,,,,,,,,,,,,,,,,-1.281237023,39.74179,,,,,8.13123702,39.74179
4.030226464,45.49908624,94.310824,44.13073361,18.1506383,32,78.8493617,32,25.32593778,44.41879396,71.67406222,44.41879396,26.21552176,46.2766141,70.78447824,46.2766141,2.686170213,48.78,94.31382979,48.78,42.18470052,44.41879396,48.5,-1.2,-1,7,26.99053778,27.29835368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.016445119,45.49977154,94.31274727,44.07850393,18.1406383,32,78.8593617,32,25.3288248,44.20942888,71.6711752,44.20942888,26.23296062,45.51812811,70.76703938,45.51812811,2.686170213,48.77,94.31382979,48.77,42.1818135,44.20942888,48.5,-1.1,-1,7.2,26.84481143,26.45436665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.002659574,45.5,94.31370948,44.02617861,18.1306383,32,78.8693617,32,25.32978723,44,71.67021277,44,26.24342606,44.75917968,70.75657394,44.75917968,2.686170213,48.76,94.31382979,48.76,42.18085106,44,48.5,-1,-1,7.4,26.6919253,25.61572419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.98887403,45.49977154,94.31370948,43.97382139,18.1206383,32,78.8793617,32,25.3288248,43.79057112,71.6711752,43.79057112,26.24691489,44,70.75308511,44,2.686170213,48.75,94.31382979,48.75,42.1818135,43.79057112,48.5,-0.9,-1,7.6,26.53192594,24.78268176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.975092685,45.49908624,94.31274727,43.92149607,18.1106383,32,78.8893617,32,25.32593778,43.58120604,71.67406222,43.58120604,26.24342606,43.24082032,70.75657394,43.24082032,2.686170213,48.74,94.31382979,48.74,42.18470052,43.58120604,48.5,-0.8,-1,7.8,26.36486209,23.95549311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.961319737,45.4979443,94.310824,43.86926639,18.1006383,32,78.8993617,32,25.32112706,43.37196853,71.67887294,43.37196853,26.23296062,42.48187189,70.76703938,42.48187189,2.686170213,48.73,94.31382979,48.73,42.18951124,43.37196853,48.5,-0.7,-1,8,26.19078465,23.13441021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.947559381,45.49634608,94.30794204,43.81719598,18.0906383,32,78.9093617,32,25.3143941,43.16292232,71.6856059,43.16292232,26.21552176,41.7233859,70.78447824,41.7233859,2.686170213,48.72,94.31382979,48.72,42.19624419,43.16292232,48.5,-0.6,-1,8.2,26.00974664,22.31968317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.93381581,45.49429205,94.30410489,43.7653483,18.0806383,32,78.9193617,32,25.30574096,42.95413109,71.69425904,42.95413109,26.1911148,40.96559339,70.8088852,40.96559339,2.686170213,48.71,94.31382979,48.71,42.20489733,42.95413109,48.5,-0.5,-1,8.4,25.82180321,21.51156017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.920093209,45.49178284,94.29931722,43.71378651,18.0706383,32,78.9293617,32,25.29517027,42.74565844,71.70482973,42.74565844,26.15974717,40.20872519,70.84025283,40.20872519,2.686170213,48.7,94.31382979,48.7,42.21546802,42.74565844,48.5,-0.4,-1,8.6,25.6270116,20.71028736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.906395758,45.48881923,94.29358487,43.66257342,18.0606383,32,78.9393617,32,25.28268526,42.53756788,71.71731474,42.53756788,26.12142842,39.45301185,70.87857158,39.45301185,2.686170213,48.69,94.31382979,48.69,42.22795304,42.53756788,48.5,-0.3,-1,8.8,25.42543115,19.91610883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.89272763,45.4854021,94.28691481,43.61177143,18.0506383,32,78.9493617,32,25.26828971,42.32992279,71.73171029,42.32992279,26.07617022,38.69868356,70.92382978,38.69868356,2.686170213,48.68,94.31382979,48.68,42.24234859,42.32992279,48.5,-0.2,-1,9,25.21712326,19.12926648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.879092989,45.48153251,94.27931519,43.56144244,18.0406383,32,78.9593617,32,25.25198802,42.12278642,71.74801198,42.12278642,26.02398637,37.94597011,70.97601363,37.94597011,2.686170213,48.67,94.31382979,48.67,42.25865027,42.12278642,48.5,-0.1,-1,9.2,25.00215139,18.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.865495987,45.47721163,94.27079526,43.51164777,18.0306383,32,78.9693617,32,25.23378516,41.91622187,71.76621484,41.91622187,25.96489276,37.19510077,71.03510724,37.19510077,2.686170213,48.66,94.31382979,48.66,42.27685314,41.91622187,48.5,-1.88E-14,-1,9.4,24.78058102,17.57854676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.851940767,45.47244078,94.26136539,43.46244808,18.0206383,32,78.9793617,32,25.21368667,41.71029206,71.78631333,41.71029206,25.89890738,36.44630427,71.10109262,36.44630427,2.686170213,48.65,94.31382979,48.65,42.29695163,41.71029206,48.5,0.1,-1,9.6,24.55247964,16.81514174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.838431457,45.4672214,94.25103708,43.41390331,18.0106383,32,78.9893617,32,25.19169867,41.50505971,71.80830133,41.50505971,25.82605035,35.6998087,71.17394965,35.6998087,2.686170213,48.64,94.31382979,48.64,42.31893963,41.50505971,48.5,0.2,-1,9.8,24.31791673,16.0600175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.824972172,45.4615551,94.23982291,43.36607261,18.0006383,32,78.9993617,32,25.16782786,41.30058735,71.83217214,41.30058735,25.74634384,34.95584145,71.25365616,34.95584145,2.686170213,48.63,94.31382979,48.63,42.34281044,41.30058735,48.5,0.3,-1,10,24.07696375,15.31340405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.811567013,45.45544359,94.22773654,43.31901425,17.9906383,32,79.0093617,32,25.1420815,41.09693725,71.8579185,41.09693725,25.65981215,34.21462914,71.34018785,34.21462914,2.686170213,48.62,94.31382979,48.62,42.36855679,41.09693725,48.5,0.4,-1,10.2,23.82969409,14.57552882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.798220063,45.44888874,94.21479269,43.27278557,17.9806383,32,79.0193617,32,25.11446746,40.89417146,71.88553254,40.89417146,25.56648162,33.47639754,71.43351838,33.47639754,2.686170213,48.61,94.31382979,48.61,42.39617084,40.89417146,48.5,0.5,-1,10.4,23.57618306,13.84661656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.784935386,45.44189254,94.20100715,43.22744289,17.9706383,32,79.0293617,32,25.08499412,40.69235173,71.91500588,40.69235173,25.4663807,32.74137154,71.5336193,32.74137154,2.686170213,48.6,94.31382979,48.6,42.42564418,40.69235173,48.5,0.6,-1,10.6,23.3165079,13.12688931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.771717031,45.43445713,94.1863967,43.18304145,17.9606383,32,79.0393617,32,25.05367048,40.49153954,71.94632952,40.49153954,25.35953986,32.00977502,71.64046014,32.00977502,2.686170213,48.59,94.31382979,48.59,42.45696782,40.49153954,48.5,0.7,-1,10.8,23.05074771,12.41656632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.758569023,45.42658477,94.17097914,43.13963535,17.9506383,32,79.0493617,32,25.02050607,40.29179607,71.97949393,40.29179607,25.24599166,31.28183084,71.75400834,31.28183084,2.686170213,48.58,94.31382979,48.58,42.49013223,40.29179607,48.5,0.8,-1,11,22.77898342,11.71586394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.745495367,45.41827786,94.15477326,43.09727747,17.9406383,32,79.0593617,32,24.985511,40.09318215,72.014489,40.09318215,25.12577068,30.55776074,71.87422932,30.55776074,2.686170213,48.57,94.31382979,48.57,42.5251273,40.09318215,48.5,0.9,-1,11.2,22.50129784,11.02499562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.732500046,45.40953893,94.1377988,43.05601941,17.9306383,32,79.0693617,32,24.94869592,39.89575828,72.05130408,39.89575828,24.99891354,29.83778528,72.00108646,29.83778528,2.686170213,48.56,94.31382979,48.56,42.56194238,39.89575828,48.5,1,-1,11.4,22.21777554,10.34417181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.719587019,45.40037064,94.12007645,43.01591146,17.9206383,32,79.0793617,32,24.91007206,39.69958461,72.08992794,39.69958461,24.86545889,29.12212377,72.13454111,29.12212377,2.686170213,48.55,94.31382979,48.55,42.60056624,39.69958461,48.5,1.1,-1,11.6,21.92850288,9.673599894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.706760217,45.39077578,94.10162779,42.97700246,17.9106383,32,79.0893617,32,24.86965117,39.50472088,72.13034883,39.50472088,24.72544738,28.41099419,72.27455262,28.41099419,2.686170213,48.54,94.31382979,48.54,42.64098713,39.50472088,48.5,1.2,-1,11.8,21.63356799,9.013484129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.69402355,45.38075728,94.0824753,42.93933983,17.9006383,32,79.0993617,32,24.82744556,39.31122646,72.17255444,39.31122646,24.57892165,27.70461319,72.42107835,27.70461319,2.686170213,48.53,94.31382979,48.53,42.68319273,39.31122646,48.5,1.3,-1,12,21.3330607,8.364025595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.681380896,45.37031819,94.06264232,42.90296945,17.8906383,32,79.1093617,32,24.7834681,39.11916028,72.2165319,39.11916028,24.42592634,27.00319591,72.57407366,27.00319591,2.686170213,48.52,94.31382979,48.52,42.72717019,39.11916028,48.5,1.4,-1,12.2,21.02707255,7.725422125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.668836107,45.35946168,94.04215301,42.86793563,17.8806383,32,79.1193617,32,24.73773219,38.92858086,72.26226781,38.92858086,24.10071535,25.61610561,72.89928465,25.61610561,2.686170213,48.51,94.31382979,48.51,42.77290611,38.92858086,48.5,1.5,-1,12.4,20.71569674,7.097868243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.656393004,45.34819107,94.02103233,42.83428106,17.8706383,32,79.1293617,32,24.69025174,38.73954624,72.30974826,38.73954624,23.92859873,24.93085511,73.07140127,24.93085511,2.686170213,48.5,94.31382979,48.5,42.82038656,38.73954624,48.5,1.6,-1,12.6,20.39902813,6.481555107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.644055377,45.33650979,93.99930602,42.80204673,17.8606383,32,79.1393617,32,24.64104123,38.552114,72.35895877,38.552114,23.75021062,24.25141326,73.24978938,24.25141326,2.686170213,48.49,94.31382979,48.49,42.86959707,38.552114,48.5,1.7,-1,12.8,20.07716317,5.876670453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.631826984,45.32442139,93.97700054,42.77127193,17.8506383,32,79.1493617,32,24.59011564,38.36634125,72.40988436,38.36634125,23.56560537,23.57798702,73.43439463,23.57798702,2.686170213,48.48,94.31382979,48.48,42.92052266,38.36634125,48.5,1.8,-1,13,19.75019991,5.283398535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.61971155,45.31192956,93.95414307,42.74199415,17.8406383,32,79.1593617,32,24.53749049,38.18228456,72.46250951,38.18228456,23.3748392,22.91078152,73.6251608,22.91078152,2.686170213,48.47,94.31382979,48.47,42.97314781,38.18228456,48.5,1.9,-1,13.2,19.41823795,4.701920068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.607712766,45.29903811,93.93076146,42.71424905,17.8306383,32,79.1693617,32,24.48318181,38,72.51681819,38,23.17797022,22.25,73.82202978,22.25,2.686170213,48.46,94.31382979,48.46,43.02745649,38,48.5,2,-1,13.4,19.0813784,4.132412177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.595834287,45.28575095,93.90688419,42.68807044,17.8206383,32,79.1793617,32,24.42720613,37.8195431,72.57279387,37.8195431,22.97505841,21.59584374,74.02494159,21.59584374,2.686170213,48.45,94.31382979,48.45,43.08343216,37.8195431,48.5,2.1,-1,13.6,18.73972387,3.57504834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.58407973,45.27207214,93.88254037,42.66349021,17.8106383,32,79.1893617,32,24.36958052,37.64096883,72.63041948,37.64096883,22.76616556,20.94851201,74.23383444,20.94851201,2.686170213,48.44,94.31382979,48.44,43.14105778,37.64096883,48.5,2.2,-1,13.8,18.39337844,3.029998335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.572452677,45.25800585,93.85775964,42.64053832,17.8006383,32,79.1993617,32,24.31032253,37.46433158,72.68967747,37.46433158,22.55135532,20.30820198,74.44864468,20.30820198,2.686170213,48.43,94.31382979,48.43,43.20031577,37.46433158,48.5,2.3,-1,14,18.0424476,2.497428189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.560956669,45.24355636,93.83257219,42.61924272,17.7906383,32,79.2093617,32,24.24945019,37.28968516,72.75054981,37.28968516,22.33069312,19.6751087,74.66930688,19.6751087,2.686170213,48.42,94.31382979,48.42,43.26118811,37.28968516,48.5,2.4,-1,14.2,17.68703826,1.977500128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.549595209,45.22872807,93.80700873,42.59962936,17.7806383,32,79.2193617,32,24.18698207,37.11708276,72.81301793,37.11708276,22.10424616,19.04942502,74.89575384,19.04942502,2.686170213,48.41,94.31382979,48.41,43.32365623,37.11708276,48.5,2.5,-1,14.4,17.32725866,1.470372528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.538371756,45.21352549,93.78110038,42.58172214,17.7706383,32,79.2293617,32,24.12293718,36.94657697,72.87706282,36.94657697,21.87208344,18.43134153,75.12791656,18.43134153,2.686170213,48.4,94.31382979,48.4,43.38770112,36.94657697,48.5,2.6,-1,14.6,16.96321842,0.976199864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
